,facility_id,place_id,facility_available_name,place_name,facility_is_available
30874,255298,26168,주출입구 접근로,신풍프라자,
30875,255296,26168,장애인 전용 주차구역,신풍프라자,
30879,255292,26168,장애인용 승강기,신풍프라자,
30880,255313,26170,장애인용 승강기,신한금융,
30883,255316,26170,장애인 전용 주차구역,신한금융,
30884,255317,26170,주출입구 높이차이 제거,신한금융,
30885,255318,26170,주출입구 접근로,신한금융,
30886,255319,26170,자동 출입구(문),신한금융,
30888,255342,26174,장애인용 승강기,신한은행(역삼2동 지점),
30890,255344,26174,장애인 전용 주차구역,신한은행(역삼2동 지점),
30891,255345,26174,주출입구 높이차이 제거,신한은행(역삼2동 지점),
30892,255346,26174,주출입구 접근로,신한은행(역삼2동 지점),
30893,255347,26174,자동 출입구(문),신한은행(역삼2동 지점),
30896,255371,26177,자동 출입구(문),신한카드(고객만족센터),
30897,255370,26177,주출입구 접근로,신한카드(고객만족센터),
30898,255369,26177,주출입구 높이차이 제거,신한카드(고객만족센터),
30899,255364,26177,장애인용 승강기,신한카드(고객만족센터),
30903,255368,26177,장애인 전용 주차구역,신한카드(고객만족센터),
30904,255377,26178,주출입구 접근로,신한하이빌,
30905,255378,26178,자동 출입구(문),신한하이빌,
30906,255376,26178,주출입구 높이차이 제거,신한하이빌,
30909,255373,26178,장애인용 승강기,신한하이빌,
30910,255375,26178,장애인 전용 주차구역,신한하이빌,
30911,255451,26185,자동 출입구(문),신화빌딩,
30912,255450,26185,주출입구 접근로,신화빌딩,
30914,255449,26185,주출입구 높이차이 제거,신화빌딩,
30917,255448,26185,장애인 전용 주차구역,신화빌딩,
30919,255444,26185,장애인용 승강기,신화빌딩,
30920,255522,26194,주출입구 높이차이 제거,실로암목욕탕,
30921,255523,26194,주출입구 접근로,실로암목욕탕,
30922,255524,26194,자동 출입구(문),실로암목욕탕,
30923,255539,26195,경보 및 피난설비,실로암시각장애인복지관,
30925,255541,26195,장애인 전용 주차구역,실로암시각장애인복지관,
30926,255542,26195,점자블록,실로암시각장애인복지관,
30927,255546,26195,자동 출입구(문),실로암시각장애인복지관,
30928,255544,26195,주출입구 높이차이 제거,실로암시각장애인복지관,
30929,255545,26195,주출입구 접근로,실로암시각장애인복지관,
30931,255538,26195,욕실,실로암시각장애인복지관,
30932,255543,26195,접수대 및 작업대,실로암시각장애인복지관,
30935,255535,26195,샤워실 및 탈의실,실로암시각장애인복지관,
30937,255532,26195,음료대,실로암시각장애인복지관,
30938,255531,26195,자동 판매기,실로암시각장애인복지관,
30941,255528,26195,장애인용 관람석,실로암시각장애인복지관,
30942,255527,26195,장애인용 승강기,실로암시각장애인복지관,
30944,255525,26195,객실 및 침실,실로암시각장애인복지관,
30945,255536,26195,세면대,실로암시각장애인복지관,
30946,255565,26197,자동 출입구(문),실론 호텔,
30947,255563,26197,주출입구 높이차이 제거,실론 호텔,
30948,255564,26197,주출입구 접근로,실론 호텔,
30949,255561,26197,객실 및 침실,실론 호텔,
30950,255562,26197,장애인용 관람석,실론 호텔,
30951,255566,26198,장애인용 승강기,실버밸리요양원,
30954,255569,26198,장애인 전용 주차구역,실버밸리요양원,
30955,255570,26198,주출입구 높이차이 제거,실버밸리요양원,
30956,255571,26198,주출입구 접근로,실버밸리요양원,
30957,255572,26198,자동 출입구(문),실버밸리요양원,
30959,255580,26199,주출입구 높이차이 제거,실버벨리요양원,
30960,255582,26199,자동 출입구(문),실버벨리요양원,
30961,255581,26199,주출입구 접근로,실버벨리요양원,
30963,255579,26199,장애인 전용 주차구역,실버벨리요양원,
30964,255576,26199,점자블록,실버벨리요양원,
30967,255574,26199,장애인용 승강기,실버벨리요양원,
30969,255591,26200,자동 출입구(문),실버빌요양병원,
30970,255590,26200,주출입구 접근로,실버빌요양병원,
30971,255589,26200,주출입구 높이차이 제거,실버빌요양병원,
30972,255588,26200,장애인 전용 주차구역,실버빌요양병원,
30976,255584,26200,장애인용 승강기,실버빌요양병원,
30979,255608,26202,자동 출입구(문),"실버케어센터(2,4,5층)",
30980,255607,26202,주출입구 접근로,"실버케어센터(2,4,5층)",
30981,255606,26202,주출입구 높이차이 제거,"실버케어센터(2,4,5층)",
30982,255605,26202,장애인 전용 주차구역,"실버케어센터(2,4,5층)",
30985,255601,26202,장애인용 승강기,"실버케어센터(2,4,5층)",
30987,255615,26203,주출입구 높이차이 제거,실버케이즈,
30988,255617,26203,자동 출입구(문),실버케이즈,
30991,255616,26203,주출입구 접근로,실버케이즈,
30992,255612,26203,점자블록,실버케이즈,
30994,255610,26203,장애인용 승강기,실버케이즈,
30997,255630,26205,자동 출입구(문),심산김창숙기념관,
30998,255629,26205,주출입구 접근로,심산김창숙기념관,
30999,255628,26205,주출입구 높이차이 제거,심산김창숙기념관,
31000,255627,26205,장애인 전용 주차구역,심산김창숙기념관,
31003,255623,26205,장애인용 승강기,심산김창숙기념관,
31006,255638,26206,자동 출입구(문),심슨 어학원 송파본원,
31007,255637,26206,주출입구 접근로,심슨 어학원 송파본원,
31008,255636,26206,주출입구 높이차이 제거,심슨 어학원 송파본원,
31011,255632,26206,장애인용 승강기,심슨 어학원 송파본원,
31012,255635,26206,장애인 전용 주차구역,심슨 어학원 송파본원,
31014,255666,26209,자동 출입구(문),심포니타워,
31015,255664,26209,주출입구 높이차이 제거,심포니타워,
31016,255665,26209,주출입구 접근로,심포니타워,
31018,255663,26209,장애인 전용 주차구역,심포니타워,
31019,255661,26209,장애인용 승강기,심포니타워,
31020,255683,26212,자동 출입구(문),심형빌딩,
31021,255682,26212,주출입구 접근로,심형빌딩,
31022,255680,26212,장애인 전용 주차구역,심형빌딩,
31023,255681,26212,주출입구 높이차이 제거,심형빌딩,
31024,255695,26213,자동 출입구(문),싱글벙글교육센터 증축 및 리모델링공사,
31026,255694,26213,주출입구 접근로,싱글벙글교육센터 증축 및 리모델링공사,
31027,255693,26213,주출입구 높이차이 제거,싱글벙글교육센터 증축 및 리모델링공사,
31028,255692,26213,장애인 전용 주차구역,싱글벙글교육센터 증축 및 리모델링공사,
31030,255684,26213,장애인용 승강기,싱글벙글교육센터 증축 및 리모델링공사,
31032,255687,26213,점자블록,싱글벙글교육센터 증축 및 리모델링공사,
31034,255685,26213,장애인용 관람석,싱글벙글교육센터 증축 및 리모델링공사,
31036,255689,26213,세면대,싱글벙글교육센터 증축 및 리모델링공사,
31037,255700,26214,자동 출입구(문),싱싱마트,
31038,255699,26214,주출입구 접근로,싱싱마트,
31039,255697,26214,장애인 전용 주차구역,싱싱마트,
31040,255698,26214,주출입구 높이차이 제거,싱싱마트,
31041,255701,26215,장애인 전용 주차구역,싱싱마트할인판매장,
31042,255702,26215,주출입구 높이차이 제거,싱싱마트할인판매장,
31043,255703,26215,주출입구 접근로,싱싱마트할인판매장,
31044,255704,26215,자동 출입구(문),싱싱마트할인판매장,
31045,255732,26219,자동 출입구(문),싼타페호텔,
31046,255730,26219,주출입구 높이차이 제거,싼타페호텔,
31047,255731,26219,주출입구 접근로,싼타페호텔,
31048,255728,26219,객실 및 침실,싼타페호텔,
31049,255729,26219,장애인용 관람석,싼타페호텔,
31050,255733,26220,장애인용 승강기,쌍동빌딩,
31053,255736,26220,장애인 전용 주차구역,쌍동빌딩,
31054,255737,26220,주출입구 높이차이 제거,쌍동빌딩,
31055,255738,26220,주출입구 접근로,쌍동빌딩,
31056,255739,26220,자동 출입구(문),쌍동빌딩,
31059,255747,26221,주출입구 접근로,쌍문1동노인복지센터,
31060,255746,26221,주출입구 높이차이 제거,쌍문1동노인복지센터,
31061,255745,26221,장애인 전용 주차구역,쌍문1동노인복지센터,
31062,255748,26221,자동 출입구(문),쌍문1동노인복지센터,
31065,255741,26221,장애인용 승강기,쌍문1동노인복지센터,
31068,255768,26223,주출입구 접근로,쌍문1동지역아동센터,
31069,255767,26223,주출입구 높이차이 제거,쌍문1동지역아동센터,
31070,255769,26223,자동 출입구(문),쌍문1동지역아동센터,
31073,255766,26223,장애인 전용 주차구역,쌍문1동지역아동센터,
31075,255858,26230,자동 출입구(문),쌍문동LG트윈빌판매시설<1층>,
31076,255856,26230,주출입구 높이차이 제거,쌍문동LG트윈빌판매시설<1층>,
31077,255857,26230,주출입구 접근로,쌍문동LG트윈빌판매시설<1층>,
31080,255852,26230,장애인용 승강기,쌍문동LG트윈빌판매시설<1층>,
31081,255855,26230,장애인 전용 주차구역,쌍문동LG트윈빌판매시설<1층>,
31082,255897,26235,자동 출입구(문),쌍용플래티넘리버오피스텔,
31084,255896,26235,주출입구 접근로,쌍용플래티넘리버오피스텔,
31085,255894,26235,장애인 전용 주차구역,쌍용플래티넘리버오피스텔,
31086,255892,26235,장애인용 승강기,쌍용플래티넘리버오피스텔,
31088,255895,26235,주출입구 높이차이 제거,쌍용플래티넘리버오피스텔,
31091,255942,26240,자동 출입구(문),써튼호텔,
31092,255940,26240,주출입구 높이차이 제거,써튼호텔,
31094,255937,26240,세면대,써튼호텔,
31095,255941,26240,주출입구 접근로,써튼호텔,
31097,255934,26240,장애인용 관람석,써튼호텔,
31098,255933,26240,장애인용 승강기,써튼호텔,
31099,255932,26240,경보 및 피난설비,써튼호텔,
31100,255931,26240,객실 및 침실,써튼호텔,
31101,255936,26240,점자블록,써튼호텔,
31103,255950,26241,자동 출입구(문),썬-타워빌딩,
31104,255949,26241,주출입구 접근로,썬-타워빌딩,
31105,255948,26241,주출입구 높이차이 제거,썬-타워빌딩,
31108,255944,26241,장애인용 승강기,썬-타워빌딩,
31109,255947,26241,장애인 전용 주차구역,썬-타워빌딩,
31110,255968,26244,장애인용 승강기,썬에듀스쿨(어),
31113,255971,26244,장애인 전용 주차구역,썬에듀스쿨(어),
31114,255972,26244,주출입구 높이차이 제거,썬에듀스쿨(어),
31115,255973,26244,주출입구 접근로,썬에듀스쿨(어),
31116,255974,26244,자동 출입구(문),썬에듀스쿨(어),
31118,256019,26251,객실 및 침실,쎄비앙,
31119,256020,26251,장애인용 관람석,쎄비앙,
31120,256021,26251,주출입구 높이차이 제거,쎄비앙,
31121,256022,26251,주출입구 접근로,쎄비앙,
31122,256023,26251,자동 출입구(문),쎄비앙,
31123,256045,26254,주출입구 접근로,씨너스서울대역점(에그옐로우),
31125,256046,26254,자동 출입구(문),씨너스서울대역점(에그옐로우),
31126,256044,26254,주출입구 높이차이 제거,씨너스서울대역점(에그옐로우),
31127,256039,26254,장애인용 승강기,씨너스서울대역점(에그옐로우),
31131,256043,26254,장애인 전용 주차구역,씨너스서울대역점(에그옐로우),
31133,256066,26255,자동 출입구(문),씨네시티빌딩,
31134,256065,26255,주출입구 접근로,씨네시티빌딩,
31135,256064,26255,주출입구 높이차이 제거,씨네시티빌딩,
31136,256063,26255,접수대 및 작업대,씨네시티빌딩,
31137,256062,26255,점자블록,씨네시티빌딩,
31138,256061,26255,장애인 전용 주차구역,씨네시티빌딩,
31140,256059,26255,경보 및 피난설비,씨네시티빌딩,
31142,256057,26255,세면대,씨네시티빌딩,
31143,256055,26255,음료대,씨네시티빌딩,
31144,256054,26255,자동 판매기,씨네시티빌딩,
31147,256051,26255,장애인용 관람석,씨네시티빌딩,
31148,256050,26255,장애인용 승강기,씨네시티빌딩,
31150,256048,26255,객실 및 침실,씨네시티빌딩,
31153,256074,26256,자동 출입구(문),씨드키즈랜드,
31154,256072,26256,주출입구 높이차이 제거,씨드키즈랜드,
31155,256073,26256,주출입구 접근로,씨드키즈랜드,
31157,256068,26256,장애인용 승강기,씨드키즈랜드,
31158,256071,26256,장애인 전용 주차구역,씨드키즈랜드,
31160,256076,26257,장애인용 승강기,씨비아이에스 에듀센터,
31164,256080,26257,장애인 전용 주차구역,씨비아이에스 에듀센터,
31165,256081,26257,주출입구 높이차이 제거,씨비아이에스 에듀센터,
31166,256082,26257,주출입구 접근로,씨비아이에스 에듀센터,
31167,256083,26257,자동 출입구(문),씨비아이에스 에듀센터,
31170,256101,26259,자동 출입구(문),씨앤미,
31171,256100,26259,주출입구 접근로,씨앤미,
31172,256099,26259,주출입구 높이차이 제거,씨앤미,
31173,256098,26259,장애인 전용 주차구역,씨앤미,
31176,256095,26259,점자블록,씨앤미,
31178,256093,26259,장애인용 승강기,씨앤미,
31179,256114,26261,자동 출입구(문),씨에스타호텔,
31180,256113,26261,주출입구 접근로,씨에스타호텔,
31181,256112,26261,주출입구 높이차이 제거,씨에스타호텔,
31182,256111,26261,장애인용 관람석,씨에스타호텔,
31183,256110,26261,객실 및 침실,씨에스타호텔,
31184,256115,26262,객실 및 침실,씨에프모텔,
31185,256116,26262,장애인용 관람석,씨에프모텔,
31186,256117,26262,주출입구 높이차이 제거,씨에프모텔,
31187,256118,26262,주출입구 접근로,씨에프모텔,
31188,256119,26262,자동 출입구(문),씨에프모텔,
31189,256127,26263,자동 출입구(문),씨엔씨빌딩,
31190,256126,26263,주출입구 접근로,씨엔씨빌딩,
31191,256125,26263,주출입구 높이차이 제거,씨엔씨빌딩,
31192,256124,26263,장애인 전용 주차구역,씨엔씨빌딩,
31196,256120,26263,장애인용 승강기,씨엔씨빌딩,
31198,256138,26265,장애인 전용 주차구역,씨제이나인파크,
31199,256139,26265,주출입구 높이차이 제거,씨제이나인파크,
31200,256140,26265,주출입구 접근로,씨제이나인파크,
31201,256141,26265,자동 출입구(문),씨제이나인파크,
31202,256156,26268,주출입구 접근로,씨크랩,
31203,256157,26268,자동 출입구(문),씨크랩,
31204,256155,26268,주출입구 높이차이 제거,씨크랩,
31205,256154,26268,장애인 전용 주차구역,씨크랩,
31206,256192,26274,자동 출입구(문),씨푸드점(오렌지팩토리 의류점),
31207,256191,26274,주출입구 접근로,씨푸드점(오렌지팩토리 의류점),
31208,256190,26274,주출입구 높이차이 제거,씨푸드점(오렌지팩토리 의류점),
31209,256193,26275,장애인용 승강기,아가토스홈오피스텔,
31212,256196,26275,장애인 전용 주차구역,아가토스홈오피스텔,
31213,256197,26275,주출입구 높이차이 제거,아가토스홈오피스텔,
31214,256198,26275,주출입구 접근로,아가토스홈오피스텔,
31215,256199,26275,자동 출입구(문),아가토스홈오피스텔,
31217,256202,26276,주출입구 접근로,아경빌딩,
31218,256201,26276,주출입구 높이차이 제거,아경빌딩,
31219,256203,26276,자동 출입구(문),아경빌딩,
31220,256279,26287,객실 및 침실,아도카모텔,
31221,256280,26287,장애인용 관람석,아도카모텔,
31222,256281,26287,주출입구 높이차이 제거,아도카모텔,
31223,256282,26287,주출입구 접근로,아도카모텔,
31224,256283,26287,자동 출입구(문),아도카모텔,
31225,256297,26289,주출입구 접근로,아띠,
31227,256298,26289,자동 출입구(문),아띠,
31228,256296,26289,주출입구 높이차이 제거,아띠,
31231,256292,26289,장애인용 승강기,아띠,
31232,256295,26289,장애인 전용 주차구역,아띠,
31233,256308,26291,경보 및 피난설비,아라아트센터,
31234,256309,26291,장애인용 승강기,아라아트센터,
31237,256312,26291,장애인 전용 주차구역,아라아트센터,
31238,256313,26291,주출입구 높이차이 제거,아라아트센터,
31239,256314,26291,주출입구 접근로,아라아트센터,
31240,256315,26291,자동 출입구(문),아라아트센터,
31242,256323,26292,주출입구 접근로,아라타워,
31244,256324,26292,자동 출입구(문),아라타워,
31245,256322,26292,주출입구 높이차이 제거,아라타워,
31246,256317,26292,장애인용 승강기,아라타워,
31250,256321,26292,장애인 전용 주차구역,아라타워,
31251,256358,26297,경보 및 피난설비,아랫말어린이공원,
31253,256360,26297,주출입구 접근로,아랫말어린이공원,
31254,256361,26298,객실 및 침실,아로마모텔,
31255,256362,26298,장애인용 관람석,아로마모텔,
31256,256363,26298,주출입구 높이차이 제거,아로마모텔,
31257,256364,26298,주출입구 접근로,아로마모텔,
31258,256365,26298,자동 출입구(문),아로마모텔,
31260,256371,26299,자동 출입구(문),아루빌딩,
31261,256370,26299,주출입구 접근로,아루빌딩,
31262,256368,26299,장애인 전용 주차구역,아루빌딩,
31265,256369,26299,주출입구 높이차이 제거,아루빌딩,
31266,256401,26303,욕실,아름다운교회사랑의집,
31267,256409,26303,자동 출입구(문),아름다운교회사랑의집,
31268,256408,26303,주출입구 접근로,아름다운교회사랑의집,
31269,256407,26303,주출입구 높이차이 제거,아름다운교회사랑의집,
31270,256406,26303,접수대 및 작업대,아름다운교회사랑의집,
31272,256405,26303,점자블록,아름다운교회사랑의집,
31273,256404,26303,장애인 전용 주차구역,아름다운교회사랑의집,
31275,256402,26303,경보 및 피난설비,아름다운교회사랑의집,
31278,256398,26303,샤워실 및 탈의실,아름다운교회사랑의집,
31281,256395,26303,음료대,아름다운교회사랑의집,
31282,256394,26303,자동 판매기,아름다운교회사랑의집,
31284,256391,26303,장애인용 관람석,아름다운교회사랑의집,
31285,256390,26303,장애인용 승강기,아름다운교회사랑의집,
31287,256388,26303,객실 및 침실,아름다운교회사랑의집,
31288,256399,26303,세면대,아름다운교회사랑의집,
31290,256418,26304,자동 출입구(문),아름다운실버홈,
31291,256417,26304,주출입구 접근로,아름다운실버홈,
31292,256416,26304,주출입구 높이차이 제거,아름다운실버홈,
31295,256413,26304,점자블록,아름다운실버홈,
31297,256411,26304,장애인용 승강기,아름다운실버홈,
31298,256468,26309,자동 출입구(문),아름뜰(홀트아동복지회),
31299,256467,26309,주출입구 접근로,아름뜰(홀트아동복지회),
31300,256466,26309,주출입구 높이차이 제거,아름뜰(홀트아동복지회),
31301,256465,26309,접수대 및 작업대,아름뜰(홀트아동복지회),
31302,256464,26309,점자블록,아름뜰(홀트아동복지회),
31303,256463,26309,장애인 전용 주차구역,아름뜰(홀트아동복지회),
31304,256462,26309,경보 및 피난설비,아름뜰(홀트아동복지회),
31306,256461,26309,욕실,아름뜰(홀트아동복지회),
31308,256459,26309,세면대,아름뜰(홀트아동복지회),
31309,256455,26309,음료대,아름뜰(홀트아동복지회),
31312,256454,26309,자동 판매기,아름뜰(홀트아동복지회),
31315,256451,26309,장애인용 관람석,아름뜰(홀트아동복지회),
31316,256450,26309,장애인용 승강기,아름뜰(홀트아동복지회),
31318,256448,26309,객실 및 침실,아름뜰(홀트아동복지회),
31319,256458,26309,샤워실 및 탈의실,아름뜰(홀트아동복지회),
31320,256486,26312,주출입구 높이차이 제거,아리수갤러리,
31321,256487,26312,주출입구 접근로,아리수갤러리,
31322,256488,26312,자동 출입구(문),아리수갤러리,
31323,256501,26314,자동 출입구(문),아마가호텔,
31324,256500,26314,주출입구 접근로,아마가호텔,
31325,256497,26314,객실 및 침실,아마가호텔,
31326,256498,26314,장애인용 관람석,아마가호텔,
31327,256499,26314,주출입구 높이차이 제거,아마가호텔,
31328,256513,26316,주출입구 접근로,아마레호텔,
31329,256512,26316,주출입구 높이차이 제거,아마레호텔,
31330,256514,26316,자동 출입구(문),아마레호텔,
31331,256510,26316,객실 및 침실,아마레호텔,
31332,256511,26316,장애인용 관람석,아마레호텔,
31333,256531,26318,주출입구 높이차이 제거,아모렉스 관광호텔,
31335,256533,26318,자동 출입구(문),아모렉스 관광호텔,
31336,256532,26318,주출입구 접근로,아모렉스 관광호텔,
31337,256528,26318,세면대,아모렉스 관광호텔,
31338,256530,26318,장애인 전용 주차구역,아모렉스 관광호텔,
31341,256526,26318,장애인용 관람석,아모렉스 관광호텔,
31342,256525,26318,장애인용 승강기,아모렉스 관광호텔,
31343,256524,26318,경보 및 피난설비,아모렉스 관광호텔,
31344,256523,26318,객실 및 침실,아모렉스 관광호텔,
31345,256547,26321,객실 및 침실,아비송모텔,
31346,256548,26321,장애인용 관람석,아비송모텔,
31347,256549,26321,주출입구 높이차이 제거,아비송모텔,
31348,256550,26321,주출입구 접근로,아비송모텔,
31349,256551,26321,자동 출입구(문),아비송모텔,
31350,256555,26322,주출입구 접근로,아비숑,
31351,256554,26322,주출입구 높이차이 제거,아비숑,
31352,256556,26322,자동 출입구(문),아비숑,
31353,256552,26322,객실 및 침실,아비숑,
31354,256553,26322,장애인용 관람석,아비숑,
31355,256557,26323,객실 및 침실,아비숑 모텔,
31356,256558,26323,장애인용 관람석,아비숑 모텔,
31357,256559,26323,주출입구 높이차이 제거,아비숑 모텔,
31358,256560,26323,주출입구 접근로,아비숑 모텔,
31359,256561,26323,자동 출입구(문),아비숑 모텔,
31360,256624,26332,장애인 전용 주차구역,아싸빌딩,
31361,256620,26332,장애인용 승강기,아싸빌딩,
31365,256625,26332,주출입구 높이차이 제거,아싸빌딩,
31366,256626,26332,주출입구 접근로,아싸빌딩,
31367,256627,26332,자동 출입구(문),아싸빌딩,
31369,256673,26339,자동 출입구(문),아웃배그태이크하우스,
31370,256672,26339,주출입구 접근로,아웃배그태이크하우스,
31371,256670,26339,장애인 전용 주차구역,아웃배그태이크하우스,
31372,256671,26339,주출입구 높이차이 제거,아웃배그태이크하우스,
31373,256674,26340,장애인 전용 주차구역,아웃백,
31374,256675,26340,주출입구 높이차이 제거,아웃백,
31375,256676,26340,주출입구 접근로,아웃백,
31376,256677,26340,자동 출입구(문),아웃백,
31377,256678,26341,장애인 전용 주차구역,아웃백스테이크,
31378,256679,26341,주출입구 높이차이 제거,아웃백스테이크,
31379,256680,26341,주출입구 접근로,아웃백스테이크,
31380,256681,26341,자동 출입구(문),아웃백스테이크,
31381,256682,26342,주출입구 높이차이 제거,아웃백스테이크 건물,
31382,256683,26342,주출입구 접근로,아웃백스테이크 건물,
31383,256684,26342,자동 출입구(문),아웃백스테이크 건물,
31384,256688,26343,자동 출입구(문),아웃백스테이크신촌점,
31385,256687,26343,주출입구 접근로,아웃백스테이크신촌점,
31386,256686,26343,주출입구 높이차이 제거,아웃백스테이크신촌점,
31387,256685,26343,장애인 전용 주차구역,아웃백스테이크신촌점,
31388,256709,26347,자동 출입구(문),아이꿈터,
31389,256708,26347,주출입구 접근로,아이꿈터,
31390,256707,26347,주출입구 높이차이 제거,아이꿈터,
31394,256706,26347,장애인 전용 주차구역,아이꿈터,
31395,256711,26348,주출입구 높이차이 제거,아이더,
31396,256712,26348,주출입구 접근로,아이더,
31397,256713,26348,자동 출입구(문),아이더,
31400,256716,26349,장애인 전용 주차구역,아이들세상,
31401,256717,26349,주출입구 높이차이 제거,아이들세상,
31402,256718,26349,주출입구 접근로,아이들세상,
31403,256719,26349,자동 출입구(문),아이들세상,
31405,256766,26355,주출입구 접근로,아이라꾸,
31406,256767,26355,자동 출입구(문),아이라꾸,
31407,256765,26355,주출입구 높이차이 제거,아이라꾸,
31408,256796,26360,객실 및 침실,아이린호텔,
31409,256797,26360,장애인용 관람석,아이린호텔,
31410,256798,26360,주출입구 높이차이 제거,아이린호텔,
31411,256799,26360,주출입구 접근로,아이린호텔,
31412,256800,26360,자동 출입구(문),아이린호텔,
31413,256838,26366,주출입구 높이차이 제거,아이사랑어린이집 ,
31415,256840,26366,자동 출입구(문),아이사랑어린이집 ,
31416,256839,26366,주출입구 접근로,아이사랑어린이집 ,
31417,256837,26366,장애인 전용 주차구역,아이사랑어린이집 ,
31420,256834,26366,장애인용 승강기,아이사랑어린이집 ,
31421,256951,26380,장애인용 승강기,아이원키즈랜드,
31424,256954,26380,장애인 전용 주차구역,아이원키즈랜드,
31425,256955,26380,주출입구 높이차이 제거,아이원키즈랜드,
31426,256956,26380,주출입구 접근로,아이원키즈랜드,
31427,256957,26380,자동 출입구(문),아이원키즈랜드,
31430,256973,26382,자동 출입구(문),아이제이스엠비 산부인과의원,
31431,256972,26382,주출입구 접근로,아이제이스엠비 산부인과의원,
31432,256971,26382,주출입구 높이차이 제거,아이제이스엠비 산부인과의원,
31433,256970,26382,장애인 전용 주차구역,아이제이스엠비 산부인과의원,
31435,256967,26382,장애인용 승강기,아이제이스엠비 산부인과의원,
31437,257009,26387,장애인용 승강기,아이캔영재아카데미,
31440,257012,26387,장애인 전용 주차구역,아이캔영재아카데미,
31441,257013,26387,주출입구 높이차이 제거,아이캔영재아카데미,
31442,257014,26387,주출입구 접근로,아이캔영재아카데미,
31443,257015,26387,자동 출입구(문),아이캔영재아카데미,
31445,257023,26388,주출입구 접근로,아이큰숲자연학교,
31447,257024,26388,자동 출입구(문),아이큰숲자연학교,
31448,257022,26388,주출입구 높이차이 제거,아이큰숲자연학교,
31452,257017,26388,장애인용 승강기,아이큰숲자연학교,
31453,257021,26388,장애인 전용 주차구역,아이큰숲자연학교,
31454,257093,26398,장애인 전용 주차구역,아일렉스타워,
31455,257094,26398,주출입구 높이차이 제거,아일렉스타워,
31456,257095,26398,주출입구 접근로,아일렉스타워,
31457,257096,26398,자동 출입구(문),아일렉스타워,
31459,257146,26405,자동 출입구(문),아차산경로당,
31460,257145,26405,주출입구 접근로,아차산경로당,
31461,257144,26405,주출입구 높이차이 제거,아차산경로당,
31462,257143,26405,장애인 전용 주차구역,아차산경로당,
31465,257140,26405,장애인용 승강기,아차산경로당,
31466,257153,26406,주출입구 접근로,아차산생태공원,
31467,257152,26406,주출입구 높이차이 제거,아차산생태공원,
31469,257154,26406,자동 출입구(문),아차산생태공원,
31471,257148,26406,경보 및 피난설비,아차산생태공원,
31472,257150,26406,세면대,아차산생태공원,
31477,257178,26410,장애인 전용 주차구역,아카데미타운,
31478,257179,26410,주출입구 높이차이 제거,아카데미타운,
31479,257180,26410,주출입구 접근로,아카데미타운,
31480,257181,26410,자동 출입구(문),아카데미타운,
31481,257174,26410,장애인용 승강기,아카데미타운,
31482,257190,26411,자동 출입구(문),아카데미프라자,
31484,257188,26411,주출입구 높이차이 제거,아카데미프라자,
31485,257187,26411,장애인 전용 주차구역,아카데미프라자,
31486,257189,26411,주출입구 접근로,아카데미프라자,
31489,257183,26411,장애인용 승강기,아카데미프라자,
31492,257216,26413,자동 출입구(문),아카시아호텔,
31493,257214,26413,주출입구 높이차이 제거,아카시아호텔,
31496,257211,26413,세면대,아카시아호텔,
31497,257215,26413,주출입구 접근로,아카시아호텔,
31499,257208,26413,장애인용 관람석,아카시아호텔,
31500,257207,26413,장애인용 승강기,아카시아호텔,
31501,257206,26413,경보 및 피난설비,아카시아호텔,
31502,257205,26413,객실 및 침실,아카시아호텔,
31503,257210,26413,점자블록,아카시아호텔,
31504,257219,26414,주출입구 접근로,아크테리스 ,
31505,257220,26414,자동 출입구(문),아크테리스 ,
31506,257218,26414,주출입구 높이차이 제거,아크테리스 ,
31507,257221,26415,장애인 전용 주차구역,아테나빌딩,
31508,257222,26415,주출입구 높이차이 제거,아테나빌딩,
31509,257223,26415,주출입구 접근로,아테나빌딩,
31510,257224,26415,자동 출입구(문),아테나빌딩,
31511,257228,26416,주출입구 접근로,아테네,
31512,257225,26416,객실 및 침실,아테네,
31513,257226,26416,장애인용 관람석,아테네,
31514,257227,26416,주출입구 높이차이 제거,아테네,
31515,257229,26416,자동 출입구(문),아테네,
31517,257249,26418,경보 및 피난설비,아트레온,
31518,257251,26418,장애인 전용 주차구역,아트레온,
31520,257253,26418,접수대 및 작업대,아트레온,
31521,257254,26418,주출입구 높이차이 제거,아트레온,
31523,257252,26418,점자블록,아트레온,
31524,257247,26418,세면대,아트레온,
31525,257256,26418,자동 출입구(문),아트레온,
31526,257245,26418,음료대,아트레온,
31528,257238,26418,객실 및 침실,아트레온,
31530,257240,26418,장애인용 승강기,아트레온,
31531,257255,26418,주출입구 접근로,아트레온,
31533,257244,26418,자동 판매기,아트레온,
31534,257241,26418,장애인용 관람석,아트레온,
31536,257264,26420,객실 및 침실,아트호텔,
31537,257265,26420,장애인용 관람석,아트호텔,
31538,257266,26420,주출입구 높이차이 제거,아트호텔,
31539,257267,26420,주출입구 접근로,아트호텔,
31540,257268,26420,자동 출입구(문),아트호텔,
31541,257302,26424,주출입구 접근로,아현경로문화센터 ,
31543,257303,26424,자동 출입구(문),아현경로문화센터 ,
31544,257301,26424,주출입구 높이차이 제거,아현경로문화센터 ,
31545,257296,26424,장애인용 승강기,아현경로문화센터 ,
31549,257300,26424,장애인 전용 주차구역,아현경로문화센터 ,
