,facility_id,place_id,facility_available_name,place_name,facility_is_available
0,900000,0,장애인용 화장실,가락시장,이용가능
1,900001,0,장애인용 승강기,가락시장,이용가능
3,900003,1,장애인용 승강기,가산디지털단지,이용가능
4,900004,1,장애인용 화장실,가산디지털단지,이용가능
7,900007,3,장애인용 화장실,강남,이용가능
8,900008,3,장애인용 승강기,강남,이용가능
10,900017,5,장애인용 승강기,강동,이용가능
12,900014,5,장애인용 화장실,강동,이용가능
14,900021,7,장애인용 화장실,강변,이용가능
15,900022,7,장애인용 승강기,강변,이용가능
17,900024,8,장애인용 화장실,개농,이용가능
18,900025,8,장애인용 승강기,개농,이용가능
19,900026,10,장애인용 화장실,개화산,이용가능
20,900027,10,장애인용 승강기,개화산,이용가능
21,900031,11,장애인용 승강기,거여,이용가능
22,900028,11,장애인용 화장실,거여,이용가능
25,900034,12,장애인용 승강기,건대입구,이용가능
27,900032,12,장애인용 화장실,건대입구,이용가능
29,900038,15,장애인용 화장실,고덕,이용가능
30,900039,15,장애인용 승강기,고덕,이용가능
32,900041,16,장애인용 화장실,고려대,이용가능
33,900042,16,장애인용 승강기,고려대,이용가능
35,900044,17,장애인용 화장실,고속터미널,이용가능
36,900045,17,장애인용 승강기,고속터미널,이용가능
37,900047,20,장애인용 승강기,공덕,이용가능
38,900048,20,장애인용 화장실,공덕,이용가능
40,900049,21,장애인용 승강기,공릉,이용가능
42,900051,21,장애인용 화장실,공릉,이용가능
43,900054,24,장애인용 승강기,광나루,이용가능
44,900052,24,장애인용 화장실,광나루,이용가능
46,900055,25,장애인용 화장실,광명사거리,이용가능
47,900056,25,장애인용 승강기,광명사거리,이용가능
49,900060,26,장애인용 화장실,광화문,이용가능
50,900061,26,장애인용 승강기,광화문,이용가능
53,900064,27,장애인용 승강기,광흥창,이용가능
54,900062,27,장애인용 화장실,광흥창,이용가능
56,900065,28,장애인용 화장실,교대,이용가능
57,900066,28,장애인용 승강기,교대,이용가능
59,900068,30,장애인용 화장실,구로디지털단지,이용가능
60,900069,30,장애인용 승강기,구로디지털단지,이용가능
61,900070,31,장애인용 화장실,구산,이용가능
62,900071,31,장애인용 승강기,구산,이용가능
65,900075,32,장애인용 승강기,구의,이용가능
67,900074,32,장애인용 화장실,구의,이용가능
68,900077,34,장애인용 화장실,구파발,이용가능
69,900078,34,장애인용 승강기,구파발,이용가능
71,900080,35,장애인용 화장실,군자,이용가능
72,900081,35,장애인용 승강기,군자,이용가능
73,900082,37,장애인용 화장실,굽은다리,이용가능
74,900083,37,장애인용 승강기,굽은다리,이용가능
76,900086,39,장애인용 승강기,금호,이용가능
77,900085,39,장애인용 화장실,금호,이용가능
78,900089,40,장애인용 승강기,길동,이용가능
80,900088,40,장애인용 화장실,길동,이용가능
81,900090,41,장애인용 승강기,길음,이용가능
82,900091,41,장애인용 화장실,길음,이용가능
83,900092,42,장애인용 화장실,김포공항,이용가능
84,900093,42,장애인용 승강기,김포공항,이용가능
86,900095,43,장애인용 화장실,까치산,이용가능
87,900096,43,장애인용 승강기,까치산,이용가능
90,900100,44,장애인용 승강기,낙성대,이용가능
91,900099,44,장애인용 화장실,낙성대,이용가능
93,900104,45,장애인용 승강기,남구로,이용가능
94,900102,45,장애인용 화장실,남구로,이용가능
96,900105,46,장애인용 화장실,남부터미널,이용가능
97,900106,46,장애인용 승강기,남부터미널,이용가능
98,900107,47,장애인용 화장실,남성,이용가능
99,900108,47,장애인용 승강기,남성,이용가능
101,900112,49,장애인용 승강기,남태령,이용가능
103,900110,49,장애인용 화장실,남태령,이용가능
108,900118,51,장애인용 승강기,내방,이용가능
110,900117,51,장애인용 화장실,내방,이용가능
111,900120,53,장애인용 승강기,노원,이용가능
112,900121,53,장애인용 화장실,노원,이용가능
115,900124,54,장애인용 승강기,녹번,이용가능
116,900125,54,장애인용 화장실,녹번,이용가능
117,900126,55,장애인용 화장실,녹사평,이용가능
118,900127,55,장애인용 승강기,녹사평,이용가능
119,900131,57,장애인용 승강기,논현,이용가능
120,900130,57,장애인용 화장실,논현,이용가능
125,900134,59,장애인용 화장실,답십리,이용가능
126,900135,59,장애인용 승강기,답십리,이용가능
129,900138,60,장애인용 승강기,당고개,이용가능
130,900139,60,장애인용 화장실,당고개,이용가능
131,900140,61,장애인용 화장실,당산,이용가능
132,900141,61,장애인용 승강기,당산,이용가능
133,900144,64,장애인용 승강기,대림,이용가능
135,900142,64,장애인용 화장실,대림,이용가능
137,900146,67,장애인용 화장실,대청,이용가능
138,900147,67,장애인용 승강기,대청,이용가능
139,900148,68,장애인용 화장실,대치,이용가능
140,900149,68,장애인용 승강기,대치,이용가능
142,900151,70,장애인용 화장실,대흥,이용가능
143,900152,70,장애인용 승강기,대흥,이용가능
146,900156,71,장애인용 승강기,도곡,이용가능
148,900155,71,장애인용 화장실,도곡,이용가능
149,900158,72,장애인용 화장실,도림천,이용가능
150,900159,72,장애인용 승강기,도림천,이용가능
151,900160,74,장애인용 승강기,도봉산,이용가능
152,900161,74,장애인용 화장실,도봉산,이용가능
153,900163,76,장애인용 승강기,독립문,이용가능
154,900162,76,장애인용 화장실,독립문,이용가능
157,900166,77,장애인용 화장실,독바위,이용가능
158,900167,77,장애인용 승강기,독바위,이용가능
160,900171,79,장애인용 화장실,돌곶이,이용가능
161,900170,79,장애인용 승강기,돌곶이,이용가능
163,900172,80,장애인용 화장실,동대문,이용가능
164,900173,80,장애인용 승강기,동대문,이용가능
167,900176,81,장애인용 화장실,동대문역사문화공원,이용가능
168,900177,81,장애인용 승강기,동대문역사문화공원,이용가능
171,900184,83,장애인용 화장실,동대입구,이용가능
172,900185,83,장애인용 승강기,동대입구,이용가능
174,900189,84,장애인용 승강기,동묘앞,이용가능
176,900187,84,장애인용 화장실,동묘앞,이용가능
178,900191,87,장애인용 승강기,동작,이용가능
179,900192,87,장애인용 화장실,동작,이용가능
180,900193,89,장애인용 화장실,둔촌동,이용가능
181,900194,89,장애인용 승강기,둔촌동,이용가능
183,900196,90,장애인용 화장실,뚝섬,이용가능
184,900197,90,장애인용 승강기,뚝섬,이용가능
185,900200,91,장애인용 승강기,뚝섬유원지,이용가능
187,900199,91,장애인용 화장실,뚝섬유원지,이용가능
188,900201,94,장애인용 화장실,마들,이용가능
189,900202,94,장애인용 승강기,마들,이용가능
192,900205,95,장애인용 화장실,마장,이용가능
193,900206,95,장애인용 승강기,마장,이용가능
195,900208,97,장애인용 화장실,마포,이용가능
196,900209,97,장애인용 승강기,마포,이용가능
198,900215,99,장애인용 화장실,망원,이용가능
199,900216,99,장애인용 승강기,망원,이용가능
201,900218,101,장애인용 화장실,매봉,이용가능
202,900219,101,장애인용 승강기,매봉,이용가능
203,900220,102,장애인용 승강기,먹골,이용가능
205,900222,102,장애인용 화장실,먹골,이용가능
206,900223,103,장애인용 화장실,면목,이용가능
207,900224,103,장애인용 승강기,면목,이용가능
209,900226,104,장애인용 승강기,명동,이용가능
210,900227,104,장애인용 화장실,명동,이용가능
212,900229,105,장애인용 승강기,명일,이용가능
214,900231,105,장애인용 화장실,명일,이용가능
219,900236,108,장애인용 화장실,목동,이용가능
220,900237,108,장애인용 승강기,목동,이용가능
222,900239,109,장애인용 화장실,몽촌토성,이용가능
223,900240,109,장애인용 승강기,몽촌토성,이용가능
225,900242,110,장애인용 화장실,무악재,이용가능
226,900243,110,장애인용 승강기,무악재,이용가능
227,900244,111,장애인용 승강기,문래,이용가능
228,900245,111,장애인용 화장실,문래,이용가능
229,900248,113,장애인용 화장실,미아,이용가능
230,900249,113,장애인용 승강기,미아,이용가능
231,900251,114,장애인용 승강기,미아삼거리,이용가능
232,900250,114,장애인용 화장실,미아삼거리,이용가능
233,900252,116,장애인용 승강기,반포,이용가능
234,900253,116,장애인용 화장실,반포,이용가능
237,900256,117,장애인용 화장실,발산,이용가능
238,900257,117,장애인용 승강기,발산,이용가능
239,900258,118,장애인용 화장실,방배,이용가능
240,900259,118,장애인용 승강기,방배,이용가능
241,900260,119,장애인용 화장실,방이,이용가능
242,900261,119,장애인용 승강기,방이,이용가능
243,900262,121,장애인용 승강기,방화,이용가능
244,900263,121,장애인용 화장실,방화,이용가능
245,900264,124,장애인용 승강기,버티고개,이용가능
247,900266,124,장애인용 화장실,버티고개,이용가능
248,900267,127,장애인용 화장실,보라매,이용가능
249,900268,127,장애인용 승강기,보라매,이용가능
251,900270,128,장애인용 승강기,보문,이용가능
253,900272,128,장애인용 화장실,보문,이용가능
255,900277,129,장애인용 승강기,복정,이용가능
258,900275,129,장애인용 화장실,복정,이용가능
259,900278,130,장애인용 화장실,봉천,이용가능
260,900279,130,장애인용 승강기,봉천,이용가능
261,900280,131,장애인용 화장실,봉화산,이용가능
262,900281,131,장애인용 승강기,봉화산,이용가능
265,900287,135,장애인용 승강기,불광,이용가능
266,900284,135,장애인용 화장실,불광,이용가능
269,900290,136,장애인용 승강기,사가정,이용가능
270,900288,136,장애인용 화장실,사가정,이용가능
272,900291,137,장애인용 화장실,사당,이용가능
273,900292,137,장애인용 승강기,사당,이용가능
278,900297,140,장애인용 화장실,삼각지,이용가능
279,900298,140,장애인용 승강기,삼각지,이용가능
282,900301,141,장애인용 승강기,삼성,이용가능
283,900302,141,장애인용 화장실,삼성,이용가능
284,900305,143,장애인용 승강기,상계,이용가능
285,900303,143,장애인용 화장실,상계,이용가능
287,900306,144,장애인용 승강기,상도,이용가능
288,900307,144,장애인용 화장실,상도,이용가능
290,900309,146,장애인용 화장실,상봉,이용가능
291,900310,146,장애인용 승강기,상봉,이용가능
292,900314,147,장애인용 승강기,상수,이용가능
295,900313,147,장애인용 화장실,상수,이용가능
296,900316,148,장애인용 화장실,상왕십리,이용가능
297,900315,148,장애인용 승강기,상왕십리,이용가능
298,900320,149,장애인용 승강기,상월곡,이용가능
300,900317,149,장애인용 화장실,상월곡,이용가능
302,900321,150,장애인용 화장실,상일동,이용가능
303,900322,150,장애인용 승강기,상일동,이용가능
305,900324,151,장애인용 화장실,새절,이용가능
306,900325,151,장애인용 승강기,새절,이용가능
308,900327,152,장애인용 화장실,서대문,이용가능
309,900328,152,장애인용 승강기,서대문,이용가능
311,900330,153,장애인용 화장실,서울대입구,이용가능
312,900331,153,장애인용 승강기,서울대입구,이용가능
313,900335,154,장애인용 승강기,서울역,이용가능
316,900333,154,장애인용 화장실,서울역,이용가능
317,900336,156,장애인용 화장실,서초,이용가능
318,900337,156,장애인용 승강기,서초,이용가능
319,900341,157,장애인용 승강기,석계,이용가능
323,900339,157,장애인용 화장실,석계,이용가능
324,900344,159,장애인용 승강기,석촌,이용가능
325,900343,159,장애인용 화장실,석촌,이용가능
326,900346,160,장애인용 승강기,선릉,이용가능
328,900345,160,장애인용 화장실,선릉,이용가능
329,900348,163,장애인용 화장실,성내,이용가능
330,900349,163,장애인용 승강기,성내,이용가능
331,900350,166,장애인용 화장실,성수,이용가능
332,900351,166,장애인용 승강기,성수,이용가능
335,900354,167,장애인용 화장실,성신대입구,이용가능
336,900355,167,장애인용 승강기,성신대입구,이용가능
337,900356,173,장애인용 화장실,송정,이용가능
338,900357,173,장애인용 승강기,송정,이용가능
340,900359,175,장애인용 화장실,송파,이용가능
341,900360,175,장애인용 승강기,송파,이용가능
342,900361,176,장애인용 화장실,수락산,이용가능
343,900362,176,장애인용 승강기,수락산,이용가능
346,900367,177,장애인용 승강기,수색,이용가능
348,900365,177,장애인용 화장실,수색,이용가능
350,900369,178,장애인용 화장실,수서,이용가능
351,900370,178,장애인용 승강기,수서,이용가능
354,900373,180,장애인용 화장실,수유,이용가능
355,900374,180,장애인용 승강기,수유,이용가능
359,900378,182,장애인용 승강기,숙대입구,이용가능
360,900379,182,장애인용 화장실,숙대입구,이용가능
361,900381,183,장애인용 화장실,숭실대입구,이용가능
362,900382,183,장애인용 승강기,숭실대입구,이용가능
364,900383,184,장애인용 화장실,시청,이용가능
365,900384,184,장애인용 승강기,시청,이용가능
368,900389,186,장애인용 승강기,신금호,이용가능
369,900387,186,장애인용 화장실,신금호,이용가능
371,900390,187,장애인용 화장실,신길,이용가능
372,900391,187,장애인용 승강기,신길,이용가능
375,900397,190,장애인용 승강기,신당,이용가능
377,900394,190,장애인용 화장실,신당,이용가능
379,900398,191,장애인용 화장실,신대방,이용가능
380,900399,191,장애인용 승강기,신대방,이용가능
381,900400,192,장애인용 화장실,신대방삼거리,이용가능
382,900401,192,장애인용 승강기,신대방삼거리,이용가능
384,900403,193,장애인용 화장실,신도림,이용가능
385,900404,193,장애인용 승강기,신도림,이용가능
387,900406,194,장애인용 화장실,신림,이용가능
388,900407,194,장애인용 승강기,신림,이용가능
389,900408,195,장애인용 화장실,신사,이용가능
390,900409,195,장애인용 승강기,신사,이용가능
391,900413,196,장애인용 승강기,신설동,이용가능
392,900412,196,장애인용 화장실,신설동,이용가능
395,900414,197,장애인용 화장실,신용산,이용가능
396,900415,197,장애인용 승강기,신용산,이용가능
397,900416,199,장애인용 화장실,신정,이용가능
398,900417,199,장애인용 승강기,신정,이용가능
400,900419,200,장애인용 화장실,신정네거리,이용가능
401,900420,200,장애인용 승강기,신정네거리,이용가능
402,900421,201,장애인용 화장실,신천,이용가능
403,900422,201,장애인용 승강기,신천,이용가능
404,900424,202,장애인용 승강기,신촌,이용가능
405,900423,202,장애인용 화장실,신촌,이용가능
406,900427,203,장애인용 승강기,신풍,이용가능
407,900425,203,장애인용 화장실,신풍,이용가능
411,900430,205,장애인용 승강기,쌍문,이용가능
412,900431,205,장애인용 화장실,쌍문,이용가능
413,900432,206,장애인용 화장실,아차산,이용가능
414,900433,206,장애인용 승강기,아차산,이용가능
416,900435,207,장애인용 승강기,아현,이용가능
418,900439,208,장애인용 승강기,안국,이용가능
419,900437,208,장애인용 화장실,안국,이용가능
421,900440,210,장애인용 승강기,안암,이용가능
423,900442,210,장애인용 화장실,안암,이용가능
424,900445,212,장애인용 승강기,암사,이용가능
425,900443,212,장애인용 화장실,암사,이용가능
427,900447,213,장애인용 화장실,압구정,이용가능
428,900448,213,장애인용 승강기,압구정,이용가능
430,900450,214,장애인용 승강기,애오개,이용가능
432,900449,214,장애인용 화장실,애오개,이용가능
433,900453,215,장애인용 승강기,약수,이용가능
435,900452,215,장애인용 화장실,약수,이용가능
437,900457,216,장애인용 승강기,양재,이용가능
438,900456,216,장애인용 화장실,양재,이용가능
439,900460,218,장애인용 승강기,양평,이용가능
440,900461,218,장애인용 화장실,양평,이용가능
442,900463,219,장애인용 화장실,어린이대공원,이용가능
443,900464,219,장애인용 승강기,어린이대공원,이용가능
444,900465,220,장애인용 화장실,여의나루,이용가능
445,900466,220,장애인용 승강기,여의나루,이용가능
447,900468,221,장애인용 승강기,여의도,이용가능
449,900470,221,장애인용 화장실,여의도,이용가능
450,900472,223,장애인용 승강기,역삼,이용가능
451,900471,223,장애인용 화장실,역삼,이용가능
452,900473,224,장애인용 화장실,역촌,이용가능
453,900474,224,장애인용 승강기,역촌,이용가능
455,900476,225,장애인용 승강기,연신내,이용가능
458,900483,228,장애인용 승강기,영등포시장,이용가능
459,900484,228,장애인용 화장실,영등포시장,이용가능
461,900488,229,장애인용 승강기,오금,이용가능
463,900487,229,장애인용 화장실,오금,이용가능
465,900490,231,장애인용 화장실,오목교,이용가능
466,900491,231,장애인용 승강기,오목교,이용가능
469,900494,235,장애인용 화장실,옥수,이용가능
470,900495,235,장애인용 승강기,옥수,이용가능
472,900500,236,장애인용 승강기,온수,이용가능
476,900498,236,장애인용 화장실,온수,이용가능
477,900505,238,장애인용 화장실,왕십리,이용가능
478,900506,238,장애인용 승강기,왕십리,이용가능
481,900509,242,장애인용 화장실,용마산,이용가능
482,900510,242,장애인용 승강기,용마산,이용가능
484,900512,244,장애인용 화장실,우장산,이용가능
485,900513,244,장애인용 승강기,우장산,이용가능
487,900515,247,장애인용 화장실,월곡,이용가능
488,900516,247,장애인용 승강기,월곡,이용가능
491,900519,248,장애인용 승강기,을지로3가,이용가능
493,900521,248,장애인용 화장실,을지로3가,이용가능
494,900522,249,장애인용 화장실,을지로4가,이용가능
495,900523,249,장애인용 승강기,을지로4가,이용가능
498,900526,250,장애인용 화장실,을지로입구,이용가능
499,900527,250,장애인용 승강기,을지로입구,이용가능
501,900531,251,장애인용 승강기,응암,이용가능
502,900529,251,장애인용 화장실,응암,이용가능
504,900532,255,장애인용 화장실,이대,이용가능
505,900533,255,장애인용 승강기,이대,이용가능
507,900535,256,장애인용 승강기,이촌,이용가능
508,900536,256,장애인용 화장실,이촌,이용가능
511,900540,257,장애인용 승강기,이태원,이용가능
512,900539,257,장애인용 화장실,이태원,이용가능
514,900542,260,장애인용 화장실,일원,이용가능
515,900543,260,장애인용 승강기,일원,이용가능
516,900544,261,장애인용 화장실,잠실,이용가능
517,900545,261,장애인용 승강기,잠실,이용가능
520,900548,262,장애인용 화장실,잠원,이용가능
521,900549,262,장애인용 승강기,잠원,이용가능
522,900550,263,장애인용 승강기,장승배기,이용가능
524,900552,263,장애인용 화장실,장승배기,이용가능
525,900553,264,장애인용 화장실,장암,이용가능
526,900554,264,장애인용 승강기,장암,이용가능
527,900556,265,장애인용 승강기,장지,이용가능
528,900555,265,장애인용 화장실,장지,이용가능
529,900557,266,장애인용 승강기,장한평,이용가능
531,900559,266,장애인용 화장실,장한평,이용가능
533,900561,270,장애인용 승강기,제기동,이용가능
534,900562,270,장애인용 화장실,제기동,이용가능
535,900563,272,장애인용 화장실,종각,이용가능
536,900564,272,장애인용 승강기,종각,이용가능
538,900568,273,장애인용 승강기,종로3가,이용가능
540,900566,273,장애인용 화장실,종로3가,이용가능
542,900570,274,장애인용 화장실,종로5가,이용가능
543,900571,274,장애인용 승강기,종로5가,이용가능
544,900572,275,장애인용 화장실,종합운동장,이용가능
545,900573,275,장애인용 승강기,종합운동장,이용가능
548,900576,278,장애인용 승강기,중계,이용가능
550,900578,278,장애인용 화장실,중계,이용가능
552,900582,279,장애인용 승강기,중곡,이용가능
554,900580,279,장애인용 화장실,중곡,이용가능
555,900583,282,장애인용 화장실,중화,이용가능
556,900584,282,장애인용 승강기,중화,이용가능
557,900586,283,장애인용 화장실,증산,이용가능
558,900587,283,장애인용 승강기,증산,이용가능
562,900590,288,장애인용 화장실,창동,이용가능
563,900591,288,장애인용 승강기,창동,이용가능
564,900594,289,장애인용 승강기,창신,이용가능
565,900592,289,장애인용 화장실,창신,이용가능
567,900595,291,장애인용 화장실,천왕,이용가능
568,900596,291,장애인용 승강기,천왕,이용가능
571,900599,292,장애인용 승강기,천호,이용가능
572,900600,292,장애인용 화장실,천호,이용가능
575,900603,293,장애인용 승강기,철산,이용가능
576,900604,293,장애인용 화장실,철산,이용가능
578,900608,294,장애인용 승강기,청구,이용가능
580,900606,294,장애인용 화장실,청구,이용가능
581,900609,295,장애인용 화장실,청담,이용가능
582,900610,295,장애인용 승강기,청담,이용가능
585,900613,296,장애인용 화장실,청량리,이용가능
586,900614,296,장애인용 승강기,청량리,이용가능
587,900615,297,장애인용 화장실,총신대입구,이용가능
588,900616,297,장애인용 승강기,총신대입구,이용가능
589,900617,298,장애인용 화장실,총신대입구(이수),이용가능
590,900618,298,장애인용 승강기,총신대입구(이수),이용가능
594,900625,299,장애인용 승강기,충무로,이용가능
596,900622,299,장애인용 화장실,충무로,이용가능
598,900626,300,장애인용 화장실,충정로,이용가능
599,900627,300,장애인용 승강기,충정로,이용가능
601,900629,301,장애인용 화장실,태릉입구,이용가능
602,900630,301,장애인용 승강기,태릉입구,이용가능
605,900633,304,장애인용 화장실,하계,이용가능
606,900634,304,장애인용 승강기,하계,이용가능
608,900638,305,장애인용 승강기,학동,이용가능
610,900636,305,장애인용 화장실,학동,이용가능
611,900639,306,장애인용 승강기,학여울,이용가능
612,900640,306,장애인용 화장실,학여울,이용가능
615,900643,307,장애인용 승강기,한강진,이용가능
617,900645,307,장애인용 화장실,한강진,이용가능
618,900646,309,장애인용 화장실,한성대입구,이용가능
619,900647,309,장애인용 승강기,한성대입구,이용가능
620,900648,310,장애인용 승강기,한양대,이용가능
621,900649,310,장애인용 화장실,한양대,이용가능
622,900653,311,장애인용 승강기,합정,이용가능
625,900650,311,장애인용 화장실,합정,이용가능
626,900654,312,장애인용 화장실,행당,이용가능
627,900655,312,장애인용 승강기,행당,이용가능
629,900657,313,장애인용 화장실,혜화,이용가능
630,900658,313,장애인용 승강기,혜화,이용가능
632,900660,314,장애인용 승강기,홍대입구,이용가능
633,900661,314,장애인용 화장실,홍대입구,이용가능
634,900662,315,장애인용 화장실,홍제,이용가능
635,900663,315,장애인용 승강기,홍제,이용가능
636,900666,317,장애인용 화장실,화랑대,이용가능
637,900665,317,장애인용 승강기,화랑대,이용가능
639,900667,322,장애인용 승강기,회현,이용가능
641,900669,322,장애인용 화장실,회현,이용가능
642,900670,323,장애인용 화장실,효창공원앞,이용가능
643,900671,323,장애인용 승강기,효창공원앞,이용가능
646,100000,10000,주출입구 접근로,A아트홀(구.신연아트홀),이용불편
647,100001,10000,주출입구 높이차이 제거,A아트홀(구.신연아트홀),이용가능
648,100006,10001,장애인용 관람석,BBC씨어터,이용가능
649,100005,10001,장애인용 승강기,BBC씨어터,이용가능
650,100004,10001,주출입구 높이차이 제거,BBC씨어터,이용가능
651,100003,10001,장애인 전용 주차구역,BBC씨어터,이용가능
652,100002,10001,주출입구 접근로,BBC씨어터,이용가능
653,100007,10002,주출입구 접근로,BREAK OUT 전용극장,이용가능
654,100008,10002,장애인 전용 주차구역,BREAK OUT 전용극장,이용불편
655,100009,10002,장애인용 승강기,BREAK OUT 전용극장,이용가능
656,100010,10002,장애인용 화장실,BREAK OUT 전용극장,이용불편
657,100011,10002,장애인용 관람석,BREAK OUT 전용극장,이용가능
658,100012,10005,주출입구 접근로,CGV 강남,이용가능
659,100013,10005,장애인 전용 주차구역,CGV 강남,이용가능
660,100014,10005,주출입구 높이차이 제거,CGV 강남,이용가능
661,100015,10005,장애인용 승강기,CGV 강남,이용불편
662,100016,10005,장애인용 관람석,CGV 강남,이용가능
663,100018,10006,장애인용 관람석,CGV 명동,이용가능
664,100017,10006,장애인용 승강기,CGV 명동,이용가능
665,100019,10007,주출입구 접근로,CGV 상암,이용가능
666,100020,10007,주출입구 높이차이 제거,CGV 상암,이용가능
667,100021,10008,주출입구 접근로,CGV 송파,이용가능
668,100022,10008,장애인 전용 주차구역,CGV 송파,이용가능
669,100023,10008,주출입구 높이차이 제거,CGV 송파,이용가능
670,100024,10008,장애인용 승강기,CGV 송파,이용가능
671,100025,10008,장애인용 화장실,CGV 송파,이용가능
672,100026,10008,장애인용 관람석,CGV 송파,이용가능
673,100027,10009,주출입구 접근로,CGV강변,이용불편
674,100028,10009,장애인 전용 주차구역,CGV강변,이용가능
675,100029,10009,주출입구 높이차이 제거,CGV강변,이용가능
676,100030,10009,장애인용 승강기,CGV강변,이용가능
677,100031,10009,장애인용 화장실,CGV강변,이용불편
678,100036,10010,장애인용 화장실,CGV구로,이용불편
679,100035,10010,장애인용 승강기,CGV구로,이용가능
680,100032,10010,주출입구 접근로,CGV구로,이용가능
681,100033,10010,장애인 전용 주차구역,CGV구로,이용불편
682,100034,10010,주출입구 높이차이 제거,CGV구로,이용가능
683,100037,10011,주출입구 접근로,CGV군자,이용가능
684,100038,10011,장애인 전용 주차구역,CGV군자,이용불편
685,100039,10011,주출입구 높이차이 제거,CGV군자,이용불편
686,100040,10011,장애인용 승강기,CGV군자,이용가능
687,100041,10011,장애인용 화장실,CGV군자,이용불편
688,100042,10012,주출입구 접근로,CGV대학로,이용가능
689,100043,10012,주출입구 높이차이 제거,CGV대학로,이용가능
690,100044,10012,장애인용 승강기,CGV대학로,이용가능
691,100045,10012,장애인용 화장실,CGV대학로,이용불편
692,100050,10013,장애인용 화장실,CGV목동,이용불편
693,100049,10013,장애인용 승강기,CGV목동,이용불편
694,100048,10013,주출입구 높이차이 제거,CGV목동,이용가능
695,100046,10013,주출입구 접근로,CGV목동,이용가능
696,100047,10013,장애인 전용 주차구역,CGV목동,이용가능
697,100051,10014,주출입구 접근로,CGV불광,이용가능
698,100052,10014,장애인 전용 주차구역,CGV불광,이용가능
699,100053,10014,주출입구 높이차이 제거,CGV불광,이용가능
700,100054,10014,장애인용 승강기,CGV불광,이용불편
701,100055,10014,장애인용 화장실,CGV불광,이용가능
702,100056,10015,주출입구 접근로,CGV신촌아트레온,이용가능
703,100057,10015,장애인 전용 주차구역,CGV신촌아트레온,이용가능
704,100058,10015,주출입구 높이차이 제거,CGV신촌아트레온,이용가능
705,100059,10015,장애인용 승강기,CGV신촌아트레온,이용가능
706,100060,10015,장애인용 화장실,CGV신촌아트레온,이용가능
707,100065,10016,장애인용 관람석,CGV신한카드아트홀(구 CGV팝아트홀),이용가능
708,100063,10016,주출입구 높이차이 제거,CGV신한카드아트홀(구 CGV팝아트홀),이용가능
709,100064,10016,장애인용 승강기,CGV신한카드아트홀(구 CGV팝아트홀),이용가능
710,100061,10016,주출입구 접근로,CGV신한카드아트홀(구 CGV팝아트홀),이용가능
711,100062,10016,장애인 전용 주차구역,CGV신한카드아트홀(구 CGV팝아트홀),이용가능
712,100066,10017,주출입구 접근로,CGV압구정,이용가능
713,100067,10017,장애인 전용 주차구역,CGV압구정,이용가능
714,100068,10017,주출입구 높이차이 제거,CGV압구정,이용가능
715,100069,10017,장애인용 관람석,CGV압구정,이용가능
716,100070,10018,주출입구 접근로,CGV영등포,이용가능
717,100071,10018,장애인 전용 주차구역,CGV영등포,이용가능
718,100072,10018,주출입구 높이차이 제거,CGV영등포,이용가능
719,100073,10018,장애인용 승강기,CGV영등포,이용가능
720,100074,10018,장애인용 화장실,CGV영등포,이용가능
721,100076,10020,장애인 전용 주차구역,CLUB mASS,이용가능
722,100075,10020,주출입구 접근로,CLUB mASS,이용가능
723,100077,10021,주출입구 접근로,GS타워 소극장,이용가능
724,100078,10021,장애인 전용 주차구역,GS타워 소극장,이용가능
725,100079,10021,주출입구 높이차이 제거,GS타워 소극장,이용가능
726,100080,10021,장애인용 화장실,GS타워 소극장,이용가능
727,100081,10022,주출입구 접근로,JW 메리어트호텔 그랜드볼룸,이용가능
728,100082,10022,장애인 전용 주차구역,JW 메리어트호텔 그랜드볼룸,이용가능
729,100083,10022,주출입구 높이차이 제거,JW 메리어트호텔 그랜드볼룸,이용가능
730,100084,10022,장애인용 승강기,JW 메리어트호텔 그랜드볼룸,이용불편
731,100085,10023,주출입구 접근로,LG아트센터,이용가능
732,100086,10023,장애인 전용 주차구역,LG아트센터,이용가능
733,100087,10023,장애인용 승강기,LG아트센터,이용가능
734,100088,10023,장애인용 관람석,LG아트센터,이용가능
735,100093,10024,장애인용 화장실,LIG아트홀,이용가능
736,100091,10024,주출입구 높이차이 제거,LIG아트홀,이용가능
737,100092,10024,장애인용 승강기,LIG아트홀,이용가능
738,100089,10024,주출입구 접근로,LIG아트홀,이용가능
739,100090,10024,장애인 전용 주차구역,LIG아트홀,이용가능
740,100096,10030,장애인용 관람석,건국대학교 국제회의장,이용가능
741,100094,10030,주출입구 접근로,건국대학교 국제회의장,이용가능
742,100095,10030,장애인 전용 주차구역,건국대학교 국제회의장,이용불편
743,100118,10037,주출입구 높이차이 제거,국립극장,이용가능
744,100119,10037,장애인용 승강기,국립극장,이용가능
745,100116,10037,주출입구 접근로,국립극장,이용가능
746,100117,10037,장애인 전용 주차구역,국립극장,이용가능
747,100125,10038,장애인용 관람석,국립중앙박물관 극장 용,이용불편
748,100124,10038,장애인용 화장실,국립중앙박물관 극장 용,이용가능
749,100123,10038,장애인용 승강기,국립중앙박물관 극장 용,이용가능
750,100121,10038,장애인 전용 주차구역,국립중앙박물관 극장 용,이용가능
751,100120,10038,주출입구 접근로,국립중앙박물관 극장 용,이용가능
