,Unnamed: 0,category,place_name,place_address,lat,lon,place_id
143,147,signinterpret,관악구수화통역센터,서울특별시 관악구 쑥고개로 128 1층,37.478707799999995,126.95069380000001,40147
146,151,daycare,아름드리,서울특별시 동대문구 한천로58길 107 1층,37.6012805,127.07019939999999,40151
147,152,wellfare,용산장애인복지관,용산구 효창원로93길 49 (효창동 3-268),37.547331400000004,126.96157679999999,40152
148,153,daycare,사랑나눔,서울특별시 송파구 마천로51길 28 .,37.496925700000006,127.15260690000001,40153
149,154,daycare,서대문 주간보호,서울특별시 서대문구 북아현로4차길 4 .,37.5608516,126.9603379,40154
150,155,daycare,디딤돌,동작구 성대로 37길 46(상도동) 1층 (상도2동 201-22번지 1층),37.5009169,126.93891640000001,40155
151,156,signinterpret,구로구수화통역센터,구로구 가마산로 272 강서수도사업소 민원센터 4층,37.4957503,126.89068020000002,40156
152,157,daycare,다솜,서울특별시 서대문구 증가로4길 53 1층,37.5779284,126.92786399999999,40157
153,158,daycare,삼전 주간보호,서울특별시 송파구 백제고분로32길 35 .,37.49921079999999,127.0949624,40158
155,160,daycare,꿈자람터,"서울특별시 강서구 공항대로43길 104 ,",37.5605474,126.85171299999999,40160
157,162,daycare,꿈터,서울특별시 관악구 쑥고개로13길 24 .,37.4806373,126.94410520000001,40162
158,163,signinterpret,동작구수화통역센터,서울특별시 동작구 만양로3길 14 3층,37.5080526,126.94698629999999,40163
159,164,signinterpret,종로구수화통역센터,서울특별시 종로구 종로5길 31 2층,37.5716925,126.98039909999999,40164
160,165,daycare,신목,서울특별시 양천구 신목로 5 .,37.5169813,126.8761637,40165
161,166,daycare,베다니,서울특별시 양천구 남부순환로65길 12-2 .,37.527620299999995,126.8355736,40166
162,167,daycare,용산구립 장애인주간보호,서울특별시 용산구 한강대로 331 3층,37.5479137,126.9715145,40167
164,169,daycare,한마음주간보호시설(강북),강북구 삼양로119길 12 (인수동 313-43) 401호,37.6442782,127.01539270000002,40169
165,170,sports/rehab,서울곰두리체육센터,서울특별시 송파구 동남로 271 서울곰두리체육센터,37.5005011,127.13546950000001,40170
166,171,hospital/rehab,푸르메재단넥슨어린이재활병원,서울특별시 마포구 월드컵북로 494 푸르메재단넥슨어린이재활병원,37.5846474,126.8805203,40171
168,173,daycare,햇볕교실,서울특별시 강서구 개화동로21길 4 sh공사 아파트 11단지 내,37.5703575,126.8054814,40173
169,174,signinterpret,중랑구수화통역센터,서울특별시 중랑구 면목로 357 중랑구수화통역센터,37.58399620000001,127.08815030000001,40174
170,175,daycare,좋은친구,서울특별시 구로구 경인로25길 56 좋은친구 주간보호시설,37.498506799999994,126.84320009999999,40175
171,176,daycare,한빛,서울특별시 양천구 신월로11길 16 .,37.5190803,126.840248,40176
172,177,daycare,하늘동산,"서초구 서초대로73길 54 (서초4동 1309-1) 디오빌강남 321, 322, 324호",37.5020158,127.02407269999999,40177
173,178,daycare,한마음 주간보호(은평),서울특별시 은평구 연서로17길 47 3층,37.6139986,126.912351,40178
174,179,daycare,해피죤,서울특별시 강동구 상암로 195 5층,37.546631500000004,127.14419579999999,40179
175,180,daycare,도봉주간보호센터,도봉구 도당로 53 (방학동  665-31) 2층,37.6629794,127.0345483,40180
176,181,daycare,햇빛자리,서울특별시 용산구 백범로47길 24 101호,37.5410145,126.9595696,40181
177,182,daycare,햇살터,서울특별시 구로구 남부순환로105라길 25-10 3층,37.481318,126.89048799999999,40182
179,184,wellfare,성북장애인복지관,성북구 화랑로 130 (하월곡동 11-11),37.604634600000004,127.0457682,40184
180,185,education/job,더해봄 (종로구립근로작업장),종로구 대학로3길 14 (효재동) 더해봄 (종로구립근로작업장),37.5741691,127.0014513,40185
181,186,education/job,나누리장애인 보호작업장,중구 서애로 5길 12-17 나누리장애인 보호작업장,37.55913220000001,126.9969764,40186
182,187,daycare,성락,영등포구 도림로 304 (신길3동 355-74) 2층,37.5048725,126.9030456,40187
184,189,education/job,문혜장애인 보호작업장,강원도 철원군 갈말읍 텃골1길13 문혜장애인 보호작업장,38.1913924,127.36805490000002,40189
187,192,education/job,성모보호작업장,성동구 금호산9가길 57-10 성모보호작업장,37.552977500000004,127.0185627,40192
188,193,education/job,공감보호작업장,성동구 아차산로144 B101-1 공감보호작업장,37.543128700000004,127.0596182,40193
191,196,education/job,광진장애인 보호작업장,광진구 동일로80길 20 광진장애인 보호작업장,37.570091399999995,127.0809451,40196
193,198,education/job,데일리스 보호작업장,동대문구 천호대로83길14 데일리스 보호작업장,37.5628162,127.06476129999999,40198
194,200,education/job,꿈드래보호작업장,"동대문구 무학로28길 17-2, 1층(용두동) 꿈드래보호작업장",37.5748101,127.03182720000001,40200
195,201,education/job,원광보호작업장,중랑구 신내로56 원광보호작업장,37.604428999999996,127.09596409999999,40201
196,202,education/job,중랑구립 직업재활센터,중랑구 숙선옹주로9길 55 중랑구립 직업재활센터,37.6174814,127.0836472,40202
197,203,education/job,참좋은센터,중랑구 봉화산로56길 99-15 (신내동) 참좋은센터,37.6043455,127.09827959999998,40203
198,204,education/job,노원구립 장애인보호작업시설,노원구 노원로 311 중계제1공단 301호 노원구립 장애인보호작업시설,37.6450354,127.0704844,40204
199,205,education/job,조은세상,중랑구 동일로 140길 31-21 조은세상,37.6046383,127.0807737,40205
200,206,education/job,아름다운,중랑구 망우로 55길 32 103 아름다운,37.5988976,127.093897,40206
202,208,education/job,해피워크,성북구 오패산로 21 해피워크,37.6041316,127.03708059999998,40208
203,209,education/job,행복플러스작업장,성북구 화랑로134 행복플러스작업장,37.604974600000006,127.04636869999999,40209
204,210,education/job,번동코이노니아 장애인보호작업시설,"강북구 한천로 115길 20, 501동 (번동, 주공) 번동코이노니아 장애인보호작업시설",37.6333214,127.03574420000001,40210
206,213,education/job,효정 근로사업장,강북구 삼양로77길 38 효정 근로사업장,37.6295055,127.0161919,40213
207,214,education/job,도봉장애인 보호작업시설,도봉구 마들로 664-17 2층 도봉장애인 보호작업시설,37.669555700000004,127.04747759999998,40214
211,218,education/job,보담터(천애보호),노원구 중계로 163 지하1층 보담터(천애보호),37.6497867,127.0800592,40218
212,219,education/job,해맑음보호작업시설,노원구 동일로 1097(공릉동) 해맑음보호작업시설,37.6278281,127.0712554,40219
214,221,education/job,대린직업훈련원,노원구 동일로248길 30 대린직업훈련원,37.6804458,127.05663559999999,40221
215,222,education/job,아람마을 보호작업장,노원구월계로 338-16(월계동) 아람마을 보호작업장,37.6287552,127.0581756,40222
217,224,education/job,은평구립 직업재활센터,은평구 녹번로1길 13 은평구립 직업재활센터,37.604796,126.9262685,40224
218,225,wellfare,동문장애인복지관,동대문구 장안벚꽃로7길 5 (휘경동 49-39),37.5831618,127.0732199,40225
219,226,education/job,샘,양천구 목동로1길 24 샘,37.5085745,126.871071,40226
220,227,education/job,희망일굼터,양천구 신정로 267  양천벤처타운 804호 희망일굼터,37.512213700000004,126.8506887,40227
222,229,education/job,그라나다 보호작업센터,강서구 허준로5길 37 그라나다 보호작업센터,37.5686,126.851175,40229
223,231,education/job,강서구휴먼희망일터,"강서구 강서로 466, 102호 강서구휴먼희망일터",37.566903100000005,126.8414523,40231
227,235,education/job,똘레랑스 보호작업장,은평구 연서로 21길 31 지하 똘레랑스 보호작업장,37.61540170000001,126.9143712,40235
228,236,education/job,빛가람장애인시설,은평구 갈현로 339 (갈현동) 빛가람장애인시설,37.626617700000004,126.9189449,40236
229,237,education/job,빛나눔보호작업장,"은평구 수색로 390-29(수색동,1층) 빛나눔보호작업장",37.5910253,126.88524479999998,40237
230,238,education/job,그린내,서대문구 명지2길 14 (홍은동304-1) 그린내,37.5831244,126.9278855,40238
231,239,education/job,장애인내일키움 직업교육센터,서대문구 연희로33가길6-15 장애인내일키움 직업교육센터,37.5775986,126.9343031,40239
