,facility_available_name,place_name,place_id,facility_id
0,남성용-소변기,남대문시장 화장실,30000,300000
1,남성용-장애인용대변기,남대문시장 화장실,30000,300001
2,여성용-대변기,남대문시장 화장실,30000,300002
3,여성용-장애인용대변기,남대문시장 화장실,30000,300003
4,남성용-대변기,광희동 화장실,30001,300004
5,남성용-소변기,광희동 화장실,30001,300005
6,남성용-장애인용대변기,광희동 화장실,30001,300006
7,여성용-대변기,광희동 화장실,30001,300007
8,여성용-장애인용대변기,광희동 화장실,30001,300008
9,남성용-대변기,신당 1호 화장실,30002,300009
10,남성용-소변기,신당 1호 화장실,30002,300010
11,여성용-대변기,신당 1호 화장실,30002,300011
12,남녀공용화장실,신당 1호 화장실,30002,300012
13,남성용-대변기,신당 2호 화장실,30003,300013
14,남성용-소변기,신당 2호 화장실,30003,300014
15,여성용-대변기,신당 2호 화장실,30003,300015
16,남성용-대변기,청구역 화장실,30004,300016
17,남성용-소변기,청구역 화장실,30004,300017
18,남성용-장애인용대변기,청구역 화장실,30004,300018
19,여성용-대변기,청구역 화장실,30004,300019
20,남성용-대변기,황학동 화장실,30005,300020
21,남성용-소변기,황학동 화장실,30005,300021
22,남성용-장애인용대변기,황학동 화장실,30005,300022
23,남성용-장애인용소변기,황학동 화장실,30005,300023
24,남성용-어린이용대변기,황학동 화장실,30005,300024
25,여성용-대변기,황학동 화장실,30005,300025
26,여성용-장애인용대변기,황학동 화장실,30005,300026
27,여성용-어린이용대변기,황학동 화장실,30005,300027
28,남성용-대변기,구로4동 경로당 화장실,30006,300028
29,남성용-소변기,구로4동 경로당 화장실,30006,300029
30,여성용-대변기,구로4동 경로당 화장실,30006,300030
31,남성용-대변기,거리공원 등기소앞 화장실,30007,300031
32,남성용-소변기,거리공원 등기소앞 화장실,30007,300032
33,여성용-대변기,거리공원 등기소앞 화장실,30007,300033
34,남성용-대변기,삭새어린이공원 화장실,30008,300034
35,남성용-소변기,삭새어린이공원 화장실,30008,300035
36,여성용-대변기,삭새어린이공원 화장실,30008,300036
37,남성용-대변기,개웅어린이공원 화장실,30009,300037
38,남성용-소변기,개웅어린이공원 화장실,30009,300038
39,여성용-대변기,개웅어린이공원 화장실,30009,300039
40,남성용-대변기,고척근린공원 화장실,30010,300040
41,남성용-소변기,고척근린공원 화장실,30010,300041
42,여성용-대변기,고척근린공원 화장실,30010,300042
43,남성용-대변기,궁동생태공원 화장실,30011,300043
44,남성용-소변기,궁동생태공원 화장실,30011,300044
45,여성용-대변기,궁동생태공원 화장실,30011,300045
46,남성용-대변기,구로리어린이공원 화장실,30012,300046
47,남성용-소변기,구로리어린이공원 화장실,30012,300047
48,여성용-대변기,구로리어린이공원 화장실,30012,300048
49,남성용-대변기,화원어린이공원 화장실,30013,300049
50,남성용-소변기,화원어린이공원 화장실,30013,300050
51,여성용-대변기,화원어린이공원 화장실,30013,300051
52,남성용-대변기,애경어린이공원 화장실,30014,300052
53,남성용-소변기,애경어린이공원 화장실,30014,300053
54,여성용-대변기,애경어린이공원 화장실,30014,300054
55,남성용-대변기,성산빌라 앞 화장실,30015,300055
56,남성용-소변기,성산빌라 앞 화장실,30015,300056
57,남성용-장애인용대변기,성산빌라 앞 화장실,30015,300057
58,여성용-대변기,성산빌라 앞 화장실,30015,300058
59,여성용-장애인용대변기,성산빌라 앞 화장실,30015,300059
60,남성용-대변기,동산빌라앞 화장실,30016,300060
61,남성용-소변기,동산빌라앞 화장실,30016,300061
62,남성용-장애인용대변기,동산빌라앞 화장실,30016,300062
63,여성용-대변기,동산빌라앞 화장실,30016,300063
64,여성용-장애인용대변기,동산빌라앞 화장실,30016,300064
65,남성용-대변기,계남근린공원입구 화장실,30017,300065
66,남성용-소변기,계남근린공원입구 화장실,30017,300066
67,여성용-대변기,계남근린공원입구 화장실,30017,300067
68,남성용-대변기,고척근린공원 소공원 화장실,30018,300068
69,남성용-소변기,고척근린공원 소공원 화장실,30018,300069
70,여성용-대변기,고척근린공원 소공원 화장실,30018,300070
71,남성용-대변기,잦절약수터 입구 화장실,30019,300071
72,남성용-소변기,잦절약수터 입구 화장실,30019,300072
73,여성용-대변기,잦절약수터 입구 화장실,30019,300073
74,남성용-대변기,개웅산공원 화장실,30020,300074
75,남성용-소변기,개웅산공원 화장실,30020,300075
76,여성용-대변기,개웅산공원 화장실,30020,300076
77,남성용-대변기,목감교 화장실,30021,300077
78,남성용-소변기,목감교 화장실,30021,300078
79,여성용-대변기,목감교 화장실,30021,300079
80,남성용-대변기,광명교 화장실,30022,300080
81,남성용-소변기,광명교 화장실,30022,300081
82,여성용-대변기,광명교 화장실,30022,300082
83,남성용-대변기,남구로역 공중화장실 화장실,30023,300083
84,남성용-소변기,남구로역 공중화장실 화장실,30023,300084
85,여성용-대변기,남구로역 공중화장실 화장실,30023,300085
86,남성용-대변기,구일역제방앞 화장실,30024,300086
87,남성용-소변기,구일역제방앞 화장실,30024,300087
88,여성용-대변기,구일역제방앞 화장실,30024,300088
89,남성용-대변기,고척교입구 화장실,30025,300089
90,남성용-소변기,고척교입구 화장실,30025,300090
91,남성용-장애인용대변기,고척교입구 화장실,30025,300091
92,여성용-대변기,고척교입구 화장실,30025,300092
93,여성용-장애인용대변기,고척교입구 화장실,30025,300093
94,남성용-대변기,인라인스케이트장제방 화장실,30026,300094
95,남성용-소변기,인라인스케이트장제방 화장실,30026,300095
96,여성용-대변기,인라인스케이트장제방 화장실,30026,300096
97,남성용-대변기,c구장(축구장)제방위 화장실,30027,300097
98,남성용-소변기,c구장(축구장)제방위 화장실,30027,300098
99,여성용-대변기,c구장(축구장)제방위 화장실,30027,300099
100,남성용-대변기,동양미래대학옆제방 화장실,30028,300100
101,남성용-소변기,동양미래대학옆제방 화장실,30028,300101
102,여성용-대변기,동양미래대학옆제방 화장실,30028,300102
103,남성용-대변기,계남근린공원 화장실,30029,300103
104,남성용-소변기,계남근린공원 화장실,30029,300104
105,여성용-대변기,계남근린공원 화장실,30029,300105
106,남성용-대변기,신구로유수지 화장실,30030,300106
107,남성용-소변기,신구로유수지 화장실,30030,300107
108,여성용-대변기,신구로유수지 화장실,30030,300108
109,여성용-장애인용대변기,신구로유수지 화장실,30030,300109
110,남성용-대변기,천왕근린공원 화장실,30031,300110
111,남성용-소변기,천왕근린공원 화장실,30031,300111
112,남성용-장애인용대변기,천왕근린공원 화장실,30031,300112
113,여성용-대변기,천왕근린공원 화장실,30031,300113
114,여성용-장애인용대변기,천왕근린공원 화장실,30031,300114
115,남성용-대변기,오수배드민턴장 화장실,30032,300115
116,남성용-소변기,오수배드민턴장 화장실,30032,300116
117,여성용-대변기,오수배드민턴장 화장실,30032,300117
118,남성용-대변기,미래빌라앞 화장실,30033,300118
119,남성용-소변기,미래빌라앞 화장실,30033,300119
120,남성용-장애인용대변기,미래빌라앞 화장실,30033,300120
121,남성용-어린이용소변기,미래빌라앞 화장실,30033,300121
122,여성용-대변기,미래빌라앞 화장실,30033,300122
123,여성용-장애인용대변기,미래빌라앞 화장실,30033,300123
124,남성용-대변기,도림교옆 화장실,30034,300124
125,남성용-소변기,도림교옆 화장실,30034,300125
126,남성용-장애인용대변기,도림교옆 화장실,30034,300126
127,여성용-대변기,도림교옆 화장실,30034,300127
128,여성용-장애인용대변기,도림교옆 화장실,30034,300128
129,남성용-대변기,온수체육공원 화장실,30035,300129
130,남성용-소변기,온수체육공원 화장실,30035,300130
131,남성용-장애인용대변기,온수체육공원 화장실,30035,300131
132,남성용-장애인용소변기,온수체육공원 화장실,30035,300132
133,여성용-대변기,온수체육공원 화장실,30035,300133
134,여성용-장애인용대변기,온수체육공원 화장실,30035,300134
135,남성용-대변기,남구로시장 화장실,30036,300135
136,남성용-소변기,남구로시장 화장실,30036,300136
137,남성용-장애인용대변기,남구로시장 화장실,30036,300137
138,남성용-장애인용소변기,남구로시장 화장실,30036,300138
139,여성용-대변기,남구로시장 화장실,30036,300139
140,여성용-장애인용대변기,남구로시장 화장실,30036,300140
141,남성용-대변기,뱀쇠다리 옆 화장실,30037,300141
142,여성용-대변기,뱀쇠다리 옆 화장실,30037,300142
143,남성용-대변기,참새소공원 화장실,30038,300143
144,남성용-소변기,참새소공원 화장실,30038,300144
145,남성용-장애인용대변기,참새소공원 화장실,30038,300145
146,여성용-대변기,참새소공원 화장실,30038,300146
147,여성용-장애인용대변기,참새소공원 화장실,30038,300147
148,남성용-대변기,덕의근린공원 화장실,30039,300148
149,남성용-소변기,덕의근린공원 화장실,30039,300149
150,여성용-대변기,덕의근린공원 화장실,30039,300150
151,남성용-대변기,마장축산물평면주차장 화장실,30040,300151
152,남성용-소변기,마장축산물평면주차장 화장실,30040,300152
153,여성용-대변기,마장축산물평면주차장 화장실,30040,300153
154,남성용-소변기,행당어린이공원 화장실,30041,300154
155,여성용-대변기,행당어린이공원 화장실,30041,300155
156,남녀공용화장실,행당어린이공원 화장실,30041,300156
157,남성용-대변기,한양대 앞 화장실,30042,300157
158,남성용-소변기,한양대 앞 화장실,30042,300158
159,여성용-대변기,한양대 앞 화장실,30042,300159
160,남성용-대변기,왕십리문화공원 화장실,30043,300160
161,남성용-소변기,왕십리문화공원 화장실,30043,300161
162,여성용-대변기,왕십리문화공원 화장실,30043,300162
163,남성용-대변기,독서당공원 화장실,30044,300163
164,남성용-소변기,독서당공원 화장실,30044,300164
165,여성용-대변기,독서당공원 화장실,30044,300165
166,남성용-소변기,자동차매매 화장실,30045,300166
167,여성용-대변기,자동차매매 화장실,30045,300167
168,남녀공용화장실,자동차매매 화장실,30045,300168
169,남성용-대변기,성수근린공원 화장실,30046,300169
170,남성용-소변기,성수근린공원 화장실,30046,300170
171,여성용-대변기,성수근린공원 화장실,30046,300171
172,남성용-대변기,성삼공원 화장실,30047,300172
173,남성용-소변기,성삼공원 화장실,30047,300173
174,여성용-대변기,성삼공원 화장실,30047,300174
175,남성용-대변기,중랑물재생센터 화장실,30048,300175
176,남성용-소변기,중랑물재생센터 화장실,30048,300176
177,여성용-대변기,중랑물재생센터 화장실,30048,300177
178,남성용-대변기,무학봉 화장실,30049,300178
179,남성용-소변기,무학봉 화장실,30049,300179
180,여성용-대변기,무학봉 화장실,30049,300180
181,남성용-대변기,응봉체육공원 화장실,30050,300181
182,남성용-소변기,응봉체육공원 화장실,30050,300182
183,여성용-대변기,응봉체육공원 화장실,30050,300183
184,남성용-대변기,응봉교 아래 화장실,30051,300184
185,남성용-소변기,응봉교 아래 화장실,30051,300185
186,남성용-장애인용대변기,응봉교 아래 화장실,30051,300186
187,남성용-장애인용소변기,응봉교 아래 화장실,30051,300187
188,여성용-대변기,응봉교 아래 화장실,30051,300188
189,여성용-장애인용대변기,응봉교 아래 화장실,30051,300189
190,남성용-대변기,매봉산지하수 옆 화장실,30052,300190
191,남성용-소변기,매봉산지하수 옆 화장실,30052,300191
192,여성용-대변기,매봉산지하수 옆 화장실,30052,300192
193,남성용-대변기,응봉자전거대여소 화장실,30053,300193
194,남성용-소변기,응봉자전거대여소 화장실,30053,300194
195,남성용-장애인용대변기,응봉자전거대여소 화장실,30053,300195
196,여성용-대변기,응봉자전거대여소 화장실,30053,300196
197,여성용-장애인용대변기,응봉자전거대여소 화장실,30053,300197
198,남성용-대변기,응봉산 팔각정 화장실,30054,300198
199,남성용-소변기,응봉산 팔각정 화장실,30054,300199
200,여성용-대변기,응봉산 팔각정 화장실,30054,300200
201,남성용-대변기,상원 앞 화장실,30055,300201
202,남성용-소변기,상원 앞 화장실,30055,300202
203,여성용-대변기,상원 앞 화장실,30055,300203
204,남성용-대변기,송정제방 화장실,30056,300204
205,남성용-소변기,송정제방 화장실,30056,300205
206,여성용-대변기,송정제방 화장실,30056,300206
207,남성용-대변기,송정농구장 화장실,30057,300207
208,남성용-소변기,송정농구장 화장실,30057,300208
209,여성용-대변기,송정농구장 화장실,30057,300209
210,남성용-대변기,새말빗물펌프장 화장실,30058,300210
211,남성용-소변기,새말빗물펌프장 화장실,30058,300211
212,여성용-대변기,새말빗물펌프장 화장실,30058,300212
213,남성용-대변기,궁터장 화장실,30059,300213
214,남성용-소변기,궁터장 화장실,30059,300214
215,여성용-대변기,궁터장 화장실,30059,300215
216,남성용-대변기,살곶이 진입 화장실,30060,300216
217,남성용-소변기,살곶이 진입 화장실,30060,300217
218,여성용-대변기,살곶이 진입 화장실,30060,300218
219,남성용-대변기,숯내공원 화장실 화장실,30061,300219
220,남성용-소변기,숯내공원 화장실 화장실,30061,300220
221,여성용-대변기,숯내공원 화장실 화장실,30061,300221
222,남성용-대변기,올림픽공원-몽촌삼거리(옥외화장실) 화장실,30062,300222
223,남성용-소변기,올림픽공원-몽촌삼거리(옥외화장실) 화장실,30062,300223
224,여성용-대변기,올림픽공원-몽촌삼거리(옥외화장실) 화장실,30062,300224
225,남성용-대변기,올림픽공원-공급실 앞(옥외화장실) 화장실,30063,300225
226,남성용-소변기,올림픽공원-공급실 앞(옥외화장실) 화장실,30063,300226
227,남성용-장애인용대변기,올림픽공원-공급실 앞(옥외화장실) 화장실,30063,300227
228,여성용-대변기,올림픽공원-공급실 앞(옥외화장실) 화장실,30063,300228
229,여성용-장애인용대변기,올림픽공원-공급실 앞(옥외화장실) 화장실,30063,300229
230,남성용-대변기,올림픽공원-공급실 뒤(옥외화장실) 화장실,30064,300230
231,남성용-소변기,올림픽공원-공급실 뒤(옥외화장실) 화장실,30064,300231
232,남성용-장애인용대변기,올림픽공원-공급실 뒤(옥외화장실) 화장실,30064,300232
233,여성용-대변기,올림픽공원-공급실 뒤(옥외화장실) 화장실,30064,300233
234,여성용-장애인용대변기,올림픽공원-공급실 뒤(옥외화장실) 화장실,30064,300234
235,남성용-대변기,올림픽공원-구립SOMA미술관 화장실,30065,300235
236,남성용-소변기,올림픽공원-구립SOMA미술관 화장실,30065,300236
237,여성용-대변기,올림픽공원-구립SOMA미술관 화장실,30065,300237
238,남성용-대변기,올림픽공원-만남의광장(A2동) 화장실,30066,300238
239,남성용-소변기,올림픽공원-만남의광장(A2동) 화장실,30066,300239
240,여성용-대변기,올림픽공원-만남의광장(A2동) 화장실,30066,300240
241,남성용-대변기,올림픽공원-프라자A동 화장실,30067,300241
242,남성용-소변기,올림픽공원-프라자A동 화장실,30067,300242
243,여성용-대변기,올림픽공원-프라자A동 화장실,30067,300243
244,남성용-대변기,올림픽공원-프라자C동 화장실,30068,300244
245,남성용-소변기,올림픽공원-프라자C동 화장실,30068,300245
246,여성용-대변기,올림픽공원-프라자C동 화장실,30068,300246
247,남성용-대변기,올림픽공원-프라자C동 화장실,30069,300247
248,남성용-소변기,올림픽공원-프라자C동 화장실,30069,300248
249,남성용-장애인용대변기,올림픽공원-프라자C동 화장실,30069,300249
250,여성용-대변기,올림픽공원-프라자C동 화장실,30069,300250
251,여성용-어린이용대변기,올림픽공원-프라자C동 화장실,30069,300251
252,남성용-대변기,송파도서관(오금동 51) 화장실,30070,300252
253,남성용-소변기,송파도서관(오금동 51) 화장실,30070,300253
254,여성용-대변기,송파도서관(오금동 51) 화장실,30070,300254
255,남성용-대변기,청소년 수련관 화장실,30071,300255
256,남성용-소변기,청소년 수련관 화장실,30071,300256
257,남성용-장애인용소변기,청소년 수련관 화장실,30071,300257
258,여성용-대변기,청소년 수련관 화장실,30071,300258
259,여성용-장애인용대변기,청소년 수련관 화장실,30071,300259
260,남성용-대변기,청소년 수련관 화장실,30072,300260
261,남성용-소변기,청소년 수련관 화장실,30072,300261
262,여성용-대변기,청소년 수련관 화장실,30072,300262
263,남성용-대변기,서울영어마을풍납캠프 화장실,30073,300263
264,남성용-소변기,서울영어마을풍납캠프 화장실,30073,300264
265,여성용-대변기,서울영어마을풍납캠프 화장실,30073,300265
266,남성용-대변기,송파우체국 화장실,30074,300266
267,남성용-소변기,송파우체국 화장실,30074,300267
268,여성용-대변기,송파우체국 화장실,30074,300268
269,남성용-대변기,송파나루(더다이닝) 화장실 화장실,30075,300269
270,남성용-소변기,송파나루(더다이닝) 화장실 화장실,30075,300270
271,여성용-대변기,송파나루(더다이닝) 화장실 화장실,30075,300271
272,남성용-대변기,대한소방공제회빌딩 화장실,30076,300272
273,남성용-소변기,대한소방공제회빌딩 화장실,30076,300273
274,여성용-대변기,대한소방공제회빌딩 화장실,30076,300274
275,남성용-대변기,한국조세연구원빌딩 화장실,30077,300275
276,남성용-소변기,한국조세연구원빌딩 화장실,30077,300276
277,여성용-대변기,한국조세연구원빌딩 화장실,30077,300277
278,남성용-대변기,국민연금본부회관 화장실,30078,300278
279,남성용-소변기,국민연금본부회관 화장실,30078,300279
280,여성용-대변기,국민연금본부회관 화장실,30078,300280
281,남성용-대변기,경찰병원 화장실,30079,300281
282,남성용-소변기,경찰병원 화장실,30079,300282
283,여성용-대변기,경찰병원 화장실,30079,300283
284,남성용-대변기,강동송파교육지원청 화장실,30080,300284
285,남성용-소변기,강동송파교육지원청 화장실,30080,300285
286,여성용-대변기,강동송파교육지원청 화장실,30080,300286
287,남성용-대변기,송파구  공영차고지 화장실,30081,300287
288,남성용-소변기,송파구  공영차고지 화장실,30081,300288
289,여성용-대변기,송파구  공영차고지 화장실,30081,300289
290,남성용-대변기,시설관리공단 화장실,30082,300290
291,남성용-소변기,시설관리공단 화장실,30082,300291
292,여성용-대변기,시설관리공단 화장실,30082,300292
293,남성용-대변기,마천119안전센터 화장실,30083,300293
294,남성용-소변기,마천119안전센터 화장실,30083,300294
295,여성용-대변기,마천119안전센터 화장실,30083,300295
296,남성용-대변기,거여119안전센터 화장실,30084,300296
297,남성용-소변기,거여119안전센터 화장실,30084,300297
298,여성용-대변기,거여119안전센터 화장실,30084,300298
299,남성용-대변기,방이119안전센터 화장실,30085,300299
300,남성용-소변기,방이119안전센터 화장실,30085,300300
301,여성용-대변기,방이119안전센터 화장실,30085,300301
302,남성용-대변기,잠실119안전센터 화장실,30086,300302
303,남성용-소변기,잠실119안전센터 화장실,30086,300303
304,남성용-장애인용대변기,잠실119안전센터 화장실,30086,300304
305,여성용-대변기,잠실119안전센터 화장실,30086,300305
306,남성용-대변기,운동장119안전센터 화장실,30087,300306
307,남성용-소변기,운동장119안전센터 화장실,30087,300307
308,남성용-장애인용대변기,운동장119안전센터 화장실,30087,300308
309,여성용-대변기,운동장119안전센터 화장실,30087,300309
310,여성용-장애인용대변기,운동장119안전센터 화장실,30087,300310
311,남성용-대변기,가락119안전센터 화장실,30088,300311
312,남성용-소변기,가락119안전센터 화장실,30088,300312
313,여성용-대변기,가락119안전센터 화장실,30088,300313
314,남성용-대변기,서울초이스병원(임정애 메이저) 화장실,30089,300314
315,남성용-소변기,서울초이스병원(임정애 메이저) 화장실,30089,300315
316,여성용-대변기,서울초이스병원(임정애 메이저) 화장실,30089,300316
317,여성용-장애인용대변기,서울초이스병원(임정애 메이저) 화장실,30089,300317
318,남성용-대변기,아산병원 화장실,30090,300318
319,남성용-소변기,아산병원 화장실,30090,300319
320,여성용-대변기,아산병원 화장실,30090,300320
321,남성용-대변기,한국육영학교(특수) 화장실,30091,300321
322,남성용-소변기,한국육영학교(특수) 화장실,30091,300322
323,여성용-대변기,한국육영학교(특수) 화장실,30091,300323
324,남성용-대변기,한국체육대학교 화장실,30092,300324
325,남성용-소변기,한국체육대학교 화장실,30092,300325
326,여성용-대변기,한국체육대학교 화장실,30092,300326
327,남성용-대변기,아시아선수촌A동상가 화장실,30093,300327
328,남성용-소변기,아시아선수촌A동상가 화장실,30093,300328
329,여성용-대변기,아시아선수촌A동상가 화장실,30093,300329
330,남성용-대변기,잠실3동성당 화장실,30094,300330
331,남성용-소변기,잠실3동성당 화장실,30094,300331
332,여성용-대변기,잠실3동성당 화장실,30094,300332
333,남성용-대변기,풍납백제문화공원 화장실,30095,300333
334,남성용-소변기,풍납백제문화공원 화장실,30095,300334
335,여성용-대변기,풍납백제문화공원 화장실,30095,300335
336,남성용-대변기,송파관광정보센터 화장실,30096,300336
337,남성용-소변기,송파관광정보센터 화장실,30096,300337
338,남성용-장애인용대변기,송파관광정보센터 화장실,30096,300338
339,여성용-대변기,송파관광정보센터 화장실,30096,300339
340,남성용-대변기,올림픽공원-테니스장 화장실,30097,300340
341,남성용-소변기,올림픽공원-테니스장 화장실,30097,300341
342,여성용-대변기,올림픽공원-테니스장 화장실,30097,300342
343,남성용-대변기,KT가락지점 화장실,30098,300343
344,남성용-소변기,KT가락지점 화장실,30098,300344
345,남성용-장애인용대변기,KT가락지점 화장실,30098,300345
346,여성용-대변기,KT가락지점 화장실,30098,300346
347,남성용-대변기,송파나루(놀이마당) 화장실 화장실,30099,300347
348,남성용-소변기,송파나루(놀이마당) 화장실 화장실,30099,300348
349,남녀공용화장실,송파나루(놀이마당) 화장실 화장실,30099,300349
350,남성용-대변기,송파나루(갤러리수) 화장실 화장실,30100,300350
351,남성용-소변기,송파나루(갤러리수) 화장실 화장실,30100,300351
352,남성용-장애인용대변기,송파나루(갤러리수) 화장실 화장실,30100,300352
353,남성용-장애인용소변기,송파나루(갤러리수) 화장실 화장실,30100,300353
354,여성용-대변기,송파나루(갤러리수) 화장실 화장실,30100,300354
355,여성용-장애인용대변기,송파나루(갤러리수) 화장실 화장실,30100,300355
356,남성용-대변기,잠실공원 화장실 화장실,30101,300356
357,남성용-소변기,잠실공원 화장실 화장실,30101,300357
358,남성용-장애인용대변기,잠실공원 화장실 화장실,30101,300358
359,남성용-장애인용소변기,잠실공원 화장실 화장실,30101,300359
360,여성용-대변기,잠실공원 화장실 화장실,30101,300360
361,여성용-장애인용대변기,잠실공원 화장실 화장실,30101,300361
362,남성용-대변기,방이공원 화장실 화장실,30102,300362
363,남성용-소변기,방이공원 화장실 화장실,30102,300363
364,남성용-장애인용대변기,방이공원 화장실 화장실,30102,300364
365,여성용-대변기,방이공원 화장실 화장실,30102,300365
366,남녀공용화장실,방이공원 화장실 화장실,30102,300366
367,남성용-대변기,송이공원 화장실 화장실,30103,300367
368,남성용-소변기,송이공원 화장실 화장실,30103,300368
369,남성용-장애인용대변기,송이공원 화장실 화장실,30103,300369
370,여성용-대변기,송이공원 화장실 화장실,30103,300370
371,남녀공용화장실,송이공원 화장실 화장실,30103,300371
372,남성용-대변기,웃말공원 화장실 화장실,30104,300372
373,남성용-소변기,웃말공원 화장실 화장실,30104,300373
374,여성용-대변기,웃말공원 화장실 화장실,30104,300374
375,여성용-장애인용대변기,웃말공원 화장실 화장실,30104,300375
376,남성용-대변기,가락공원1(관리동) 화장실 화장실,30105,300376
377,남성용-소변기,가락공원1(관리동) 화장실 화장실,30105,300377
378,여성용-대변기,가락공원1(관리동) 화장실 화장실,30105,300378
379,남녀공용화장실,가락공원1(관리동) 화장실 화장실,30105,300379
380,남성용-대변기,가락공원2 (족구장) 화장실 화장실,30106,300380
381,남성용-소변기,가락공원2 (족구장) 화장실 화장실,30106,300381
382,여성용-대변기,가락공원2 (족구장) 화장실 화장실,30106,300382
383,남녀공용화장실,가락공원2 (족구장) 화장실 화장실,30106,300383
384,남성용-대변기,백토공원 화장실 화장실,30107,300384
385,남성용-소변기,백토공원 화장실 화장실,30107,300385
386,남성용-장애인용대변기,백토공원 화장실 화장실,30107,300386
387,여성용-대변기,백토공원 화장실 화장실,30107,300387
388,여성용-장애인용대변기,백토공원 화장실 화장실,30107,300388
389,남성용-대변기,상록(현충) 화장실,30108,300389
390,남성용-소변기,상록(현충) 화장실,30108,300390
391,여성용-대변기,상록(현충) 화장실,30108,300391
392,남성용-대변기,훼미리공원 화장실 화장실,30109,300392
393,남성용-소변기,훼미리공원 화장실 화장실,30109,300393
394,남성용-장애인용대변기,훼미리공원 화장실 화장실,30109,300394
395,남성용-장애인용소변기,훼미리공원 화장실 화장실,30109,300395
396,여성용-대변기,훼미리공원 화장실 화장실,30109,300396
397,여성용-장애인용대변기,훼미리공원 화장실 화장실,30109,300397
398,남성용-대변기,오금공원1(관리동) 화장실 화장실,30110,300398
399,남성용-소변기,오금공원1(관리동) 화장실 화장실,30110,300399
400,여성용-대변기,오금공원1(관리동) 화장실 화장실,30110,300400
401,남성용-대변기,오금공원2(테니스장) 화장실 화장실,30111,300401
402,남성용-소변기,오금공원2(테니스장) 화장실 화장실,30111,300402
403,여성용-대변기,오금공원2(테니스장) 화장실 화장실,30111,300403
404,남성용-대변기,오금공원3(스케이트장) 화장실 화장실,30112,300404
405,남성용-소변기,오금공원3(스케이트장) 화장실 화장실,30112,300405
406,여성용-대변기,오금공원3(스케이트장) 화장실 화장실,30112,300406
407,남성용-대변기,건너말 공원 화장실 화장실,30113,300407
408,남성용-소변기,건너말 공원 화장실 화장실,30113,300408
409,남성용-장애인용대변기,건너말 공원 화장실 화장실,30113,300409
410,남성용-장애인용소변기,건너말 공원 화장실 화장실,30113,300410
411,여성용-대변기,건너말 공원 화장실 화장실,30113,300411
412,여성용-장애인용대변기,건너말 공원 화장실 화장실,30113,300412
413,남성용-대변기,개롱공원1(관리동) 화장실 화장실,30114,300413
414,남성용-소변기,개롱공원1(관리동) 화장실 화장실,30114,300414
415,여성용-대변기,개롱공원1(관리동) 화장실 화장실,30114,300415
416,남성용-대변기,개롱공원2(놀이터) 화장실 화장실,30115,300416
417,남성용-소변기,개롱공원2(놀이터) 화장실 화장실,30115,300417
418,남성용-장애인용대변기,개롱공원2(놀이터) 화장실 화장실,30115,300418
419,남성용-장애인용소변기,개롱공원2(놀이터) 화장실 화장실,30115,300419
420,여성용-대변기,개롱공원2(놀이터) 화장실 화장실,30115,300420
421,남성용-대변기,목련공원 화장실 화장실,30116,300421
422,남성용-소변기,목련공원 화장실 화장실,30116,300422
423,여성용-대변기,목련공원 화장실 화장실,30116,300423
424,남성용-대변기,누에머리공원 화장실 화장실,30117,300424
425,남성용-소변기,누에머리공원 화장실 화장실,30117,300425
426,남성용-장애인용대변기,누에머리공원 화장실 화장실,30117,300426
427,여성용-대변기,누에머리공원 화장실 화장실,30117,300427
428,남성용-대변기,두댐이공원 화장실 화장실,30118,300428
429,남성용-소변기,두댐이공원 화장실 화장실,30118,300429
430,남성용-장애인용대변기,두댐이공원 화장실 화장실,30118,300430
431,여성용-대변기,두댐이공원 화장실 화장실,30118,300431
432,남성용-대변기,거여공원 화장실 화장실,30119,300432
433,남성용-소변기,거여공원 화장실 화장실,30119,300433
434,여성용-대변기,거여공원 화장실 화장실,30119,300434
435,남성용-대변기,마천공원 화장실 화장실,30120,300435
436,남성용-소변기,마천공원 화장실 화장실,30120,300436
437,남성용-장애인용대변기,마천공원 화장실 화장실,30120,300437
438,여성용-대변기,마천공원 화장실 화장실,30120,300438
439,남성용-대변기,연화공원 화장실 화장실,30121,300439
440,남성용-소변기,연화공원 화장실 화장실,30121,300440
441,남성용-장애인용대변기,연화공원 화장실 화장실,30121,300441
442,여성용-대변기,연화공원 화장실 화장실,30121,300442
443,남성용-대변기,송파근린공원 화장실 화장실,30122,300443
444,남성용-소변기,송파근린공원 화장실 화장실,30122,300444
445,남성용-장애인용대변기,송파근린공원 화장실 화장실,30122,300445
446,여성용-대변기,송파근린공원 화장실 화장실,30122,300446
447,남성용-대변기,풍납공원 화장실 화장실,30123,300447
448,남성용-소변기,풍납공원 화장실 화장실,30123,300448
449,남성용-장애인용대변기,풍납공원 화장실 화장실,30123,300449
450,남성용-장애인용소변기,풍납공원 화장실 화장실,30123,300450
451,여성용-대변기,풍납공원 화장실 화장실,30123,300451
452,여성용-장애인용대변기,풍납공원 화장실 화장실,30123,300452
453,남성용-대변기,천마산공원(안전공원) 화장실 화장실,30124,300453
454,남성용-소변기,천마산공원(안전공원) 화장실 화장실,30124,300454
455,남성용-장애인용대변기,천마산공원(안전공원) 화장실 화장실,30124,300455
456,여성용-대변기,천마산공원(안전공원) 화장실 화장실,30124,300456
457,남성용-장애인용대변기,천마산공원(축구장) 화장실 화장실,30125,300457
