,facility_available_name,facility_is_available,place_name,place_id,facility_id
351,주출입구 접근로_원조 현풍 할매집 곰탕,이용가능,원조 현풍 할매집 곰탕,5002,5002-0
352,장애인 전용 주차구역_원조 현풍 할매집 곰탕,이용가능,원조 현풍 할매집 곰탕,5002,5002-1
353,주출입구 접근로_육 칠 팔,이용가능,육 칠 팔,5003,5003-0
354,장애인 전용 주차구역_육 칠 팔,이용가능,육 칠 팔,5003,5003-1
355,주출입구 높이차이 제거_육 칠 팔,이용가능,육 칠 팔,5003,5003-2
356,주출입구 접근로_이조화로구이,이용불편,이조화로구이,5005,5005-0
357,장애인 전용 주차구역_이조화로구이,이용불편,이조화로구이,5005,5005-1
358,주출입구 높이차이 제거_이조화로구이,이용가능,이조화로구이,5005,5005-2
359,주출입구 접근로_이하정 간장게장 서울본점,이용가능,이하정 간장게장 서울본점,5006,5006-0
360,장애인 전용 주차구역_이하정 간장게장 서울본점,이용가능,이하정 간장게장 서울본점,5006,5006-1
361,주출입구 높이차이 제거_이하정 간장게장 서울본점,이용가능,이하정 간장게장 서울본점,5006,5006-2
362,장애인용 관람석_이하정 간장게장 서울본점,이용가능,이하정 간장게장 서울본점,5006,5006-3
363,주출입구 접근로_일반음식점(나주곰탕),이용가능,일반음식점(나주곰탕),5007,5007-0
364,장애인 전용 주차구역_일반음식점(나주곰탕),이용가능,일반음식점(나주곰탕),5007,5007-1
365,주출입구 높이차이 제거_일반음식점(나주곰탕),이용불편,일반음식점(나주곰탕),5007,5007-2
366,주출입구 접근로_일킬로칼국수,이용불편,일킬로칼국수,5008,5008-0
367,장애인 전용 주차구역_일킬로칼국수,이용가능,일킬로칼국수,5008,5008-1
368,주출입구 접근로_일품신토오리,이용가능,일품신토오리,5009,5009-0
369,장애인 전용 주차구역_일품신토오리,이용가능,일품신토오리,5009,5009-1
370,주출입구 높이차이 제거_일품신토오리,이용가능,일품신토오리,5009,5009-2
371,주출입구 접근로_일품신토오리,이용불편,일품신토오리,5010,5010-0
372,장애인 전용 주차구역_일품신토오리,이용불편,일품신토오리,5010,5010-1
373,주출입구 접근로_일품신토오리,이용불편,일품신토오리,5011,5011-0
374,장애인 전용 주차구역_일품신토오리,이용불편,일품신토오리,5011,5011-1
375,주출입구 접근로_임고집한우,이용가능,임고집한우,5012,5012-0
376,주출입구 접근로_자연한그릇,이용불편,자연한그릇,5013,5013-0
377,장애인 전용 주차구역_자연한그릇,이용불편,자연한그릇,5013,5013-1
378,주출입구 높이차이 제거_자연한그릇,이용불편,자연한그릇,5013,5013-2
379,장애인 전용 주차구역_자하문정식,이용불편,자하문정식,5014,5014-0
380,주출입구 높이차이 제거_자하문정식,이용불편,자하문정식,5014,5014-1
381,주출입구 접근로_장터순대국,이용불편,장터순대국,5015,5015-0
382,장애인 전용 주차구역_장터순대국,이용가능,장터순대국,5015,5015-1
383,주출입구 높이차이 제거_장터순대국,이용불편,장터순대국,5015,5015-2
384,주출입구 접근로_장풍(성원빌딩),이용가능,장풍(성원빌딩),5016,5016-0
385,장애인 전용 주차구역_장풍(성원빌딩),이용가능,장풍(성원빌딩),5016,5016-1
386,주출입구 접근로_전원일기,이용불편,전원일기,5017,5017-0
387,장애인 전용 주차구역_전원일기,이용가능,전원일기,5017,5017-1
388,주출입구 높이차이 제거_전원일기,이용가능,전원일기,5017,5017-2
389,주출입구 높이차이 제거_전원일기(전원도시),이용불편,전원일기(전원도시),5018,5018-0
390,주출입구 접근로_정감어린,이용가능,정감어린,5019,5019-0
391,장애인 전용 주차구역_정감어린,이용가능,정감어린,5019,5019-1
392,주출입구 높이차이 제거_정감어린,이용가능,정감어린,5019,5019-2
393,주출입구 접근로_정선참숯골,이용가능,정선참숯골,5020,5020-0
394,주출입구 접근로_정원순두부,이용가능,정원순두부,5021,5021-0
395,주출입구 높이차이 제거_정원순두부,이용불편,정원순두부,5021,5021-1
396,주출입구 접근로_정통복국(청운빌딩),이용가능,정통복국(청운빌딩),5022,5022-0
397,장애인 전용 주차구역_정통복국(청운빌딩),이용가능,정통복국(청운빌딩),5022,5022-1
398,주출입구 접근로_진대감,이용가능,진대감,5023,5023-0
399,장애인 전용 주차구역_진대감,이용가능,진대감,5023,5023-1
400,주출입구 높이차이 제거_진대감,이용가능,진대감,5023,5023-2
401,주출입구 접근로_찰진고기(그랑프리 빌딩),이용가능,찰진고기(그랑프리 빌딩),5024,5024-0
402,장애인 전용 주차구역_찰진고기(그랑프리 빌딩),이용가능,찰진고기(그랑프리 빌딩),5024,5024-1
403,주출입구 높이차이 제거_찰진고기(그랑프리 빌딩),이용가능,찰진고기(그랑프리 빌딩),5024,5024-2
404,주출입구 접근로_참숯과화로구이,이용불편,참숯과화로구이,5025,5025-0
405,장애인 전용 주차구역_참숯과화로구이,이용불편,참숯과화로구이,5025,5025-1
406,주출입구 높이차이 제거_참숯과화로구이,이용불편,참숯과화로구이,5025,5025-2
407,주출입구 접근로_천둥소리,이용가능,천둥소리,5026,5026-0
408,장애인 전용 주차구역_천둥소리,이용가능,천둥소리,5026,5026-1
409,주출입구 접근로_천수만,이용불편,천수만,5027,5027-0
410,장애인 전용 주차구역_천수만,이용가능,천수만,5027,5027-1
411,주출입구 높이차이 제거_천수만,이용가능,천수만,5027,5027-2
412,주출입구 접근로_천하무적,이용불편,천하무적,5028,5028-0
413,장애인 전용 주차구역_천하무적,이용가능,천하무적,5028,5028-1
414,주출입구 높이차이 제거_천하무적,이용가능,천하무적,5028,5028-2
415,주출입구 접근로_청송면옥,이용불편,청송면옥,5029,5029-0
416,주출입구 접근로_초동집,이용가능,초동집,5030,5030-0
417,장애인 전용 주차구역_초동집,이용가능,초동집,5030,5030-1
418,주출입구 높이차이 제거_초동집,이용가능,초동집,5030,5030-2
419,주출입구 접근로_최고집칼국수,이용불편,최고집칼국수,5031,5031-0
420,주출입구 접근로_춘천본점닭갈비,이용가능,춘천본점닭갈비,5032,5032-0
421,장애인 전용 주차구역_춘천본점닭갈비,이용가능,춘천본점닭갈비,5032,5032-1
422,주출입구 접근로_코다리냉면,이용가능,코다리냉면,5033,5033-0
423,장애인 전용 주차구역_코다리냉면,이용가능,코다리냉면,5033,5033-1
424,주출입구 높이차이 제거_코다리냉면,이용가능,코다리냉면,5033,5033-2
425,장애인용 관람석_코다리냉면,이용가능,코다리냉면,5033,5033-3
426,주출입구 접근로_코다리냉면,이용가능,코다리냉면,5034,5034-0
427,장애인 전용 주차구역_코다리냉면,이용가능,코다리냉면,5034,5034-1
428,주출입구 높이차이 제거_코다리냉면,이용가능,코다리냉면,5034,5034-2
429,주출입구 접근로_코리아하우스(아름다운빌딩),이용가능,코리아하우스(아름다운빌딩),5035,5035-0
430,장애인 전용 주차구역_코리아하우스(아름다운빌딩),이용가능,코리아하우스(아름다운빌딩),5035,5035-1
431,장애인 전용 주차구역_코리안덕,이용가능,코리안덕,5036,5036-0
432,장애인 전용 주차구역_코스모,이용불편,코스모,5037,5037-0
433,주출입구 접근로_콩심은데 콩나고,이용가능,콩심은데 콩나고,5038,5038-0
434,장애인 전용 주차구역_콩심은데 콩나고,이용가능,콩심은데 콩나고,5038,5038-1
435,주출입구 접근로_큰대문집,이용가능,큰대문집,5039,5039-0
436,장애인 전용 주차구역_큰대문집,이용가능,큰대문집,5039,5039-1
437,주출입구 높이차이 제거_큰대문집,이용가능,큰대문집,5039,5039-2
438,주출입구 접근로_태능가든,이용불편,태능가든,5040,5040-0
439,장애인 전용 주차구역_태능가든,이용가능,태능가든,5040,5040-1
440,주출입구 높이차이 제거_태능가든,이용가능,태능가든,5040,5040-2
441,주출입구 접근로_태릉숯불갈비,이용가능,태릉숯불갈비,5041,5041-0
442,장애인 전용 주차구역_태릉숯불갈비,이용가능,태릉숯불갈비,5041,5041-1
443,주출입구 접근로_태평(한식집),이용가능,태평(한식집),5042,5042-0
444,장애인 전용 주차구역_태평(한식집),이용가능,태평(한식집),5042,5042-1
445,주출입구 접근로_통일동산두부마을,이용불편,통일동산두부마을,5043,5043-0
446,장애인 전용 주차구역_통일동산두부마을,이용가능,통일동산두부마을,5043,5043-1
447,주출입구 접근로_퍼쥬망 왕갈비전문점,이용가능,퍼쥬망 왕갈비전문점,5044,5044-0
448,장애인 전용 주차구역_퍼쥬망 왕갈비전문점,이용가능,퍼쥬망 왕갈비전문점,5044,5044-1
449,주출입구 높이차이 제거_퍼쥬망 왕갈비전문점,이용가능,퍼쥬망 왕갈비전문점,5044,5044-2
450,주출입구 접근로_평양면옥,이용가능,평양면옥,5045,5045-0
451,장애인 전용 주차구역_평양면옥,이용가능,평양면옥,5045,5045-1
452,주출입구 높이차이 제거_평양면옥,이용가능,평양면옥,5045,5045-2
453,주출입구 접근로_평양초계탕,이용가능,평양초계탕,5046,5046-0
454,장애인 전용 주차구역_평양초계탕,이용가능,평양초계탕,5046,5046-1
455,주출입구 높이차이 제거_평양초계탕,이용가능,평양초계탕,5046,5046-2
456,주출입구 접근로_하누소,이용가능,하누소,5047,5047-0
457,장애인 전용 주차구역_하누소,이용가능,하누소,5047,5047-1
458,주출입구 높이차이 제거_하누소,이용가능,하누소,5047,5047-2
459,장애인용 승강기_하누소,이용가능,하누소,5047,5047-3
460,주출입구 접근로_한국의집,이용가능,한국의집,5048,5048-0
461,장애인 전용 주차구역_한국의집,이용불편,한국의집,5048,5048-1
462,주출입구 높이차이 제거_한국의집,이용가능,한국의집,5048,5048-2
463,장애인용 승강기_한국의집,이용가능,한국의집,5048,5048-3
464,장애인용 화장실_한국의집,이용불편,한국의집,5048,5048-4
465,장애인용 관람석_한국의집,이용가능,한국의집,5048,5048-5
466,주출입구 접근로_한마당 본점,이용가능,한마당 본점,5049,5049-0
467,장애인 전용 주차구역_한마당 본점,이용가능,한마당 본점,5049,5049-1
468,주출입구 접근로_한우식당 마블스,이용불편,한우식당 마블스,5050,5050-0
469,주출입구 높이차이 제거_한우식당 마블스,이용불편,한우식당 마블스,5050,5050-1
470,주출입구 접근로_한우정육식당(부경빌딩),이용가능,한우정육식당(부경빌딩),5051,5051-0
