,facility_available_name,facility_is_available,place_name
952,주출입구 접근로_티에스아이디-인테리어,이용불편,티에스아이디-인테리어
953,장애인 전용 주차구역_티에스아이디-인테리어,이용가능,티에스아이디-인테리어
954,주출입구 높이차이 제거_티에스아이디-인테리어,이용가능,티에스아이디-인테리어
955,주출입구 접근로_파스꾸찌신촌연대점,이용가능,파스꾸찌신촌연대점
956,장애인 전용 주차구역_파스꾸찌신촌연대점,이용가능,파스꾸찌신촌연대점
957,주출입구 높이차이 제거_파스꾸찌신촌연대점,이용가능,파스꾸찌신촌연대점
958,주출입구 접근로_프로포즈야채과일<간이장터>,이용가능,프로포즈야채과일<간이장터>
959,장애인 전용 주차구역_프로포즈야채과일<간이장터>,이용가능,프로포즈야채과일<간이장터>
960,주출입구 높이차이 제거_프로포즈야채과일<간이장터>,이용가능,프로포즈야채과일<간이장터>
961,주출입구 접근로_프리미어플레이스,이용가능,프리미어플레이스
962,주출입구 높이차이 제거_프리미어플레이스,이용가능,프리미어플레이스
963,주출입구 접근로_피티 앤 브이-직업소개,이용불편,피티 앤 브이-직업소개
964,장애인 전용 주차구역_피티 앤 브이-직업소개,이용가능,피티 앤 브이-직업소개
965,주출입구 접근로_한국경제신문사옥,이용가능,한국경제신문사옥
966,장애인 전용 주차구역_한국경제신문사옥,이용불편,한국경제신문사옥
967,주출입구 높이차이 제거_한국경제신문사옥,이용불편,한국경제신문사옥
968,주출입구 접근로_할리스커피점,이용가능,할리스커피점
969,장애인 전용 주차구역_할리스커피점,이용가능,할리스커피점
970,주출입구 높이차이 제거_할리스커피점,이용가능,할리스커피점
971,주출입구 접근로_해동수산광장점,이용불편,해동수산광장점
972,주출입구 높이차이 제거_해동수산광장점,이용가능,해동수산광장점
973,주출입구 접근로_해물퓨전주점,이용불편,해물퓨전주점
974,장애인 전용 주차구역_해물퓨전주점,이용가능,해물퓨전주점
975,주출입구 높이차이 제거_해물퓨전주점,이용가능,해물퓨전주점
976,주출입구 접근로_헐리스커피연희점,이용가능,헐리스커피연희점
977,주출입구 접근로_헤라로사커피(JS빌딩),이용가능,헤라로사커피(JS빌딩)
978,장애인 전용 주차구역_헤라로사커피(JS빌딩),이용불편,헤라로사커피(JS빌딩)
979,주출입구 접근로_헤븐,이용가능,헤븐
980,장애인 전용 주차구역_헤븐,이용가능,헤븐
981,주출입구 접근로_호야,이용가능,호야
982,장애인 전용 주차구역_호야,이용가능,호야
983,주출입구 높이차이 제거_호야,이용가능,호야
984,주출입구 접근로_효천공영-음악감상실,이용가능,효천공영-음악감상실
985,장애인 전용 주차구역_효천공영-음악감상실,이용가능,효천공영-음악감상실
986,주출입구 높이차이 제거_효천공영-음악감상실,이용불편,효천공영-음악감상실
