,category,lat,lon,place_address,place_id,place_name
131,movie/concerthall,37.580551299999996,127.0042271,서울특별시 종로구 동숭동 1-147,10137,세익스피어 극장
132,movie/concerthall,37.5514706,127.073884,서울특별시 광진구 능동로 209 (군자동),10138,세종대학교 대양홀
133,movie/concerthall,37.5764761,127.0039365,서울특별시 종로구 이화장길 26,10139,세종문화회관
135,movie/concerthall,37.5646602,126.98095330000001,서울특별시 중구 소공동 1번지 롯데호텔 2층,10141,소공동 롯데호텔 크리스탈볼룸
137,movie/concerthall,37.55212750000001,126.9194697,서울특별시 마포구 잔다리로6길 5 김유광 신경정신과 B1,10143,소극장 예
138,movie/concerthall,37.48957720000001,127.1107344,서울특별시 송파구 문정동 150-8,10144,송파 청소년 수련관
139,movie/concerthall,37.5459469,126.96457779999999,서울특별시 용산구 청파로 47길 100 숙명여자대학교 르네상스플라자 3층,10145,숙명아트센터 씨어터S
140,movie/concerthall,37.496251799999996,126.95731509999999,서울특별시 동작구 상도로369 숭실대학교,10146,숭실대학교 한경직기념관 대강당
141,movie/concerthall,37.5586439,127.1117098,서울특별시 광진구 워커힐로 177 (광장동),10147,쉐라톤그랜드워커힐호텔 워커힐씨어터
142,movie/concerthall,37.5680265,126.97593810000001,서울특별시 중구 태평로1가 61-21,10148,스폰지하우스(광화문)
143,movie/concerthall,37.4692769,126.89707630000001,서울특별시 금천구 시흥대로 399,10149,시티렉스(CT-LEX)
144,movie/concerthall,37.5690805,126.9861783,서울특별시 종로구 관철동 12-16,10150,실험극장 반줄
145,movie/concerthall,37.5055717,127.0071375,서울특별시 서초구 반포동 19-4 센트럴시티 파미에파크 2층,10151,씽크아트홀
146,movie/concerthall,37.5811843,127.0029436,서울특별시 종로구 동숭동 1-111,10152,아르코(ArKo)예술극장
149,movie/concerthall,37.51289860000001,127.0571338,서울특별시 강남구 봉은사로  524,10155,아티움
150,movie/concerthall,37.579938299999995,127.003689,서울특별시 종로구 동숭동 1-140 (마로니에유리빌딩지하1층),10156,알과핵 소극장
151,movie/concerthall,37.5634651,127.13338459999999,서울특별시 강동구 암사동116-22 (암사동 선사유적지 근처),10157,암사어린이극장
152,movie/concerthall,37.5278631,127.0362481,서울특별시 강남구 신사동 640-2 로빈명풍관 지하1층,10158,압구정 예홀
155,movie/concerthall,37.4681722,127.03932250000001,서울특별시 서초구 양재동 232번지 aT센터,10161,양재동 aT센터(농수산물유통공사)
156,movie/concerthall,37.4952786,127.03324099999999,서울특별시 강남구 역삼동 829-20,10162,역삼1문화센터
157,movie/concerthall,37.564936700000004,126.9383335,서울특별시 서대문구 연세로 50 연세대학교 노천극장,10163,연세대학교 노천극장
160,movie/concerthall,37.5172195,126.90392949999999,서울특별시 영등포구 영중로  15,10166,영산아트홀
162,movie/concerthall,37.5710325,126.9912412,서울특별시 종로구 돈화문로5가길 1,10168,예술마당
163,movie/concerthall,37.4810878,127.0152555,서울특별시 서초구 서초동 700,10169,예술의 전당
164,movie/concerthall,37.5514816,127.00255829999999,서울특별시 중구 장충동2가 201-6,10170,예지원
166,movie/concerthall,37.5803257,127.00350390000001,서울특별시 종로구 동숭동 1-133 드라마하우스 3층,10172,오아시스 극장
167,movie/concerthall,37.5227864,127.02739240000001,서울특별시 강남구 신사동 566-31,10173,오퍼스아트홀(구 압구정동 발렌타인 극장)
168,movie/concerthall,37.52098270000001,127.11609140000002,서울특별시 송파구 방이동 88 올림픽공원 올림픽문화센터 내,10174,올림픽 예술극장 (K-아트홀 태권도공연장)
169,movie/concerthall,37.532505799999996,126.99011329999999,서울특별시 용산구 이태원동 34-87,10175,용산아트홀
172,movie/concerthall,37.5500833,127.0877013,서울특별시 광진구 천호대로 664 (능동),10178,유니버설아트센터
173,movie/concerthall,37.5457324,127.1080051,서울특별시 광진구 구천면로 20 (광장동),10179,유니클로 악스(구 악스코리아)
174,movie/concerthall,37.522243100000004,127.04127790000001,서울특별시 강남구 청담동 22-13 청담빌딩,10180,유시어터
175,movie/concerthall,37.5543776,126.92939479999998,서울특별시 마포구 와우산로 147,10181,이리카페
176,movie/concerthall,37.5336895,126.99588659999999,서울특별시 용산구 이태원동 136-46 인당빌딩,10182,이태원 KING CLUB the Lounge
177,movie/concerthall,37.5346971,126.9936129,서울특별시 용산구 이태원1동 119-25,10183,이태원 하드락 카페
178,movie/concerthall,37.55921770000001,126.9985031,서울특별시 중구 필동 3가 26번지,10184,이해랑 예술극장
179,movie/concerthall,37.564605799999995,126.9713913,서울특별시 중구 정동 32번지,10185,이화여고 100주년 기념관
180,movie/concerthall,37.561777299999996,126.9466193,서울특별시 서대문구 이화여대길 52,10186,이화여대 대강당
182,movie/concerthall,37.5827136,127.0021469,서울특별시 종로구 동숭동 1-33 21세기빌딩 5층,10188,익스트림씨어터 1관
183,movie/concerthall,37.5230089,127.04024960000001,서울특별시 강남구 청담2동 86-1번지 I 지하2층,10189,일지아트홀(구 우림 청담 씨어터)
184,movie/concerthall,37.5141005,127.0359818,서울특별시 강남구 논현동 248-7,10190,임페리얼 팰리스호텔 두베홀
187,movie/concerthall,37.5164915,127.0735976,서울특별시 송파구 잠실1동 10번지,10193,잠실실내체육관
189,movie/concerthall,37.5581292,127.00690290000001,서울특별시 중구 장충동2가 200-102,10195,장충체육관
190,movie/concerthall,37.5531172,126.9267768,서울특별시 마포구 와우산로 120 정일빌딩 B1,10196,재머스
191,movie/concerthall,37.5362717,126.97704159999999,서울특별시 용산구 용산동 1가 8번지 용산전쟁기념관내,10197,전쟁기념관 평화의광장
192,movie/concerthall,37.5696849,126.99167479999998,서울특별시 종로구 돈화문로 13 서울극장 5층,10198,점프 서울전용극장
194,movie/concerthall,37.56109050000001,126.99536359999999,서울특별시 중구 퇴계로 212,10200,정동극장
195,movie/concerthall,37.5048875,126.95737790000001,서울특별시 동작구 흑석로84 중앙대학교 내,10201,중앙대학교 아트센터 대극장
196,movie/concerthall,37.5017085,127.04757859999998,서울특별시 강남구 역삼2동 713,10202,진선여고 대강당
197,movie/concerthall,37.5238678,127.0416368,서울특별시 강남구 청담동 91-2,10203,청담동 하드록 카페
198,movie/concerthall,37.5659416,126.97285149999999,서울특별시 중구 정동길 43,10204,충무아트홀
199,movie/concerthall,37.527536299999994,127.0391815,서울특별시 강남구 신사동 661-11,10206,클럽 가든
200,movie/concerthall,37.5548396,126.92930020000001,서울특별시 마포구 와우산로29길 12,10207,클럽 빵
201,movie/concerthall,37.5541336,126.9296676,서울특별시 마포구 와우산로 148,10208,포스트극장
202,movie/concerthall,37.5190391,127.00804699999999,서울특별시 서초구 잠원동 121-9,10209,프라디아(FRADIA)
203,movie/concerthall,37.5583694,126.91976809999998,서울특별시 마포구 월드컵북로 6길21,10210,프린지 스튜디오
204,movie/concerthall,37.520555,127.0349185,서울특별시 강남구 논현동 97-22,10211,플래툰 쿤스트할레
205,movie/concerthall,37.5068447,127.06049329999999,서울특별시 강남구 대치동 944-22,10212,한국문화의 집 코우스
206,movie/concerthall,37.573899,126.9823254,서울특별시 종로구 견지동 45,10213,한국불교역사문화기념관
207,movie/concerthall,37.5625106,126.98516869999999,서울특별시 중구 명동2가 31-1 M플라자 5층 서울 글로벌 문화관광센터 內,10215,해치홀
209,movie/concerthall,37.5725838,126.9878031,서울특별시 종로구 낙원동 284-6 낙원상가4층,10217,허리우드극장
210,movie/concerthall,37.464364,127.042859,서울특별시 서초구 양재동 231 (헌릉로 12),10218,현대·기아자동차 아트홀
211,movie/concerthall,37.5615747,126.97106720000001,서울특별시 중구 순화동 7 중앙일보사 건물 호암 아트홀,10219,호암아트홀
212,movie/concerthall,37.5507449,126.9202185,서울특별시 마포구 잔다리로 23,10220,홍대 DGBG
213,movie/concerthall,37.5535113,126.92675190000001,서울특별시 마포구 와우산로 121 삼진제약BD 지하1층,10221,홍대 비보이 전용극장
214,movie/concerthall,37.5550027,126.9226763,서울특별시 마포구 홍익로6길 10,10222,홍대 사운드홀릭
215,movie/concerthall,37.55221810000001,126.9221517,서울특별시 마포구 와우산로21길 31 캐치라이트빌딩 B1F,10223,홍대 캐치라이트 클럽
216,movie/concerthall,37.5511595,126.92063449999999,서울특별시 마포구 잔다리로 20-5 오후빌딩 지하 1F,10224,홍대 클럽 M2
217,movie/concerthall,37.5502941,126.9224926,서울특별시 마포구 와우산로17길 10 지하,10225,홍대 클럽 타
218,movie/concerthall,37.5520872,126.92184080000001,서울특별시 마포구 와우산로21길 31-10,10226,홍대 클럽 프리버드
219,movie/concerthall,37.5534989,126.92643319999999,서울특별시 마포구 와우산로 117 이지플러스 오피스텔 지하1층,10227,홍대앞 김대범 소극장
220,shopping/mart,37.6412768,127.0678895,서울특별시 노원구 동일로204가길 46,10228,2001아울렛중계점
221,shopping/mart,37.541349,127.125782,서울특별시 강동구 구천면로 189,10229,2441아울렛천호점
222,shopping/mart,37.5631868,126.98445509999999,서울특별시 중구 명동8길  12,10230,ABC마트
223,shopping/mart,37.5509804,127.13956540000001,서울특별시 강동구 구천면로 365-8,10231,G 마트
224,shopping/mart,37.548108899999995,127.1349305,서울특별시 강동구 구천면로  317,10232,GS 슈퍼마켓
225,shopping/mart,37.56796470000001,126.81003840000001,서울특별시 강서구 초원로  37,10233,GS슈퍼마트
