,place_name,place_id,facility_available_name,facility_id,facility_is_available
111,남태령,49,엘리베이터,900111,이용가능
112,남태령,49,에스켈레이터,900112,이용가능
113,남태령,49,휠체어리프트,900113,이용가능
114,남한산성입구,50,화장실,900114,이용가능
115,남한산성입구,50,엘리베이터,900115,이용가능
116,남한산성입구,50,휠체어리프트,900116,이용가능
117,내방,51,화장실,900117,이용가능
118,내방,51,엘리베이터,900118,이용가능
119,내방,51,에스켈레이터,900119,이용가능
120,노원,53,에스켈레이터,900120,이용가능
121,노원,53,화장실,900121,이용가능
122,노원,53,엘리베이터,900122,이용가능
123,노원,53,휠체어리프트,900123,이용가능
124,녹번,54,엘리베이터,900124,이용가능
125,녹번,54,화장실,900125,이용가능
126,녹사평,55,화장실,900126,이용가능
127,녹사평,55,엘리베이터,900127,이용가능
128,논현,57,엘리베이터,900128,이용가능
129,논현,57,에스켈레이터,900129,이용가능
130,논현,57,화장실,900130,이용가능
131,논현,57,휠체어리프트,900131,이용가능
132,단대오거리,58,엘리베이터,900132,이용가능
133,단대오거리,58,화장실,900133,이용가능
134,답십리,59,화장실,900134,이용가능
135,답십리,59,엘리베이터,900135,이용가능
136,답십리,59,에스켈레이터,900136,이용가능
137,답십리,59,휠체어리프트,900137,이용가능
138,당고개,60,엘리베이터,900138,이용가능
139,당고개,60,화장실,900139,이용가능
140,당산,61,화장실,900140,이용가능
141,당산,61,엘리베이터,900141,이용가능
142,대림,64,화장실,900142,이용가능
143,대림,64,엘리베이터,900143,이용가능
144,대림,64,에스켈레이터,900144,이용가능
145,대림,64,휠체어리프트,900145,이용가능
146,대청,67,화장실,900146,이용가능
147,대청,67,엘리베이터,900147,이용가능
148,대치,68,화장실,900148,이용가능
149,대치,68,엘리베이터,900149,이용가능
150,대치,68,에스켈레이터,900150,이용가능
151,대흥,70,화장실,900151,이용가능
152,대흥,70,엘리베이터,900152,이용가능
153,대흥,70,에스켈레이터,900153,이용가능
154,대흥,70,휠체어리프트,900154,이용가능
155,도곡,71,화장실,900155,이용가능
156,도곡,71,엘리베이터,900156,이용가능
157,도곡,71,에스켈레이터,900157,이용가능
158,도림천,72,화장실,900158,이용가능
159,도림천,72,엘리베이터,900159,이용가능
160,도봉산,74,엘리베이터,900160,이용가능
161,도봉산,74,화장실,900161,이용가능
162,독립문,76,화장실,900162,이용가능
163,독립문,76,엘리베이터,900163,이용가능
164,독립문,76,에스켈레이터,900164,이용가능
165,독립문,76,휠체어리프트,900165,이용가능
166,독바위,77,화장실,900166,이용가능
167,독바위,77,엘리베이터,900167,이용가능
168,독바위,77,에스켈레이터,900168,이용가능
169,돌곶이,79,엘리베이터,900169,이용가능
170,돌곶이,79,에스켈레이터,900170,이용가능
171,돌곶이,79,화장실,900171,이용가능
172,동대문,80,화장실,900172,이용가능
173,동대문,80,엘리베이터,900173,이용가능
174,동대문,80,에스켈레이터,900174,이용가능
175,동대문,80,휠체어리프트,900175,이용가능
176,동대문역사문화공원,81,화장실,900176,이용가능
177,동대문역사문화공원,81,엘리베이터,900177,이용가능
178,동대문역사문화공원,81,에스켈레이터,900178,이용가능
179,동대문역사문화공원,81,휠체어리프트,900179,이용가능
180,동대문운동장,82,에스켈레이터,900180,이용가능
181,동대문운동장,82,화장실,900181,이용가능
