,place_name,place_address,lat,lon,category
0,FR푸드시스템,서울특별시 강서구 공항대로  318,37.5578004,126.8429146,korean_food
1,OK목장,서울특별시 송파구 백제고분로 547,,,korean_food
2,The만나,서울특별시 노원구 석계로 103,37.6228422,127.0607257,korean_food
3,㈜이리오어라(한정식),서울특별시 강남구 언주로153길  12,37.5229563,127.0322076,korean_food
4,가야옥,서울특별시 도봉구 도당로   2,37.6584051,127.0353288,korean_food
5,가족천하,서울특별시 영등포구 가마산로 330,37.4988134,126.8963458,korean_food
6,갈비둥지,서울특별시 노원구 덕릉로 692,37.6594099,127.0756895,korean_food
7,갈비사랑,서울특별시 서초구 강남대로  204,37.4824877,127.0367359,korean_food
8,갈비세상,서울특별시 구로구 경인로 281,37.4985185,126.8518305,korean_food
9,갈비예찬,서울특별시 도봉구 노해로 259,37.6516806,127.0369924,korean_food
10,감자바우,서울특별시 강남구 언주로 855,37.5268281,127.0330002,korean_food
11,강강술래,서울특별시 노원구 동일로 1628,37.6738467,127.0560364,korean_food
12,강강술래,서울특별시 강남구 논현로  325,37.4941596,127.0395037,korean_food
13,개성면옥,서울특별시 성북구 정릉로  263,37.6041112,127.0129438,korean_food
14,개성면옥(함흥냉면),서울특별시 강서구 양천로 660,37.5521232,126.8701058,korean_food
15,거북이집,서울특별시 서대문구 연희로  12-1,37.559869,126.9268685,korean_food
16,경복궁,서울특별시 송파구 올림픽로  348,37.5159388,127.1090497,korean_food
17,경복궁(불고기브라더스),서울특별시 강서구 공항대로  280,37.5580246,126.8384644,korean_food
18,경인빌딩(엉터리생고기),서울특별시 관악구 봉천로 385,37.4833907,126.9427876,korean_food
19,고기굼터,서울특별시 강서구 양천로 376,37.5668587,126.8437349,korean_food
20,골방집,서울특별시 강북구 한천로 926,37.6344328,127.0369615,korean_food
21,공룡고기,서울특별시 금천구 시흥대로  185,37.4503787,126.9018373,korean_food
22,공룡고기,서울특별시 도봉구 마들로 542,37.6600937,127.0505195,korean_food
23,광양림,서울특별시 영등포구 선유로9가길  16,37.5186215,126.8883051,korean_food
24,교촌1991,서울특별시 서초구 강남대로69길  8,37.5018431,127.0246486,korean_food
25,궁안뜰,서울특별시 노원구 공릉로51길 7,37.6287838,127.0767277,korean_food
26,근린생활시설(고갯마루한정식),서울특별시 노원구 수락산로 56,37.667333,127.0707848,korean_food
27,근린생활시설(대게나라),서울특별시 노원구 상계로 122,37.6578035,127.0684749,korean_food
28,근린생활시설(못된송아지),서울특별시 노원구 상계로5길 26,37.6571312,127.0632555,korean_food
29,근린생활시설(배밭고을),서울특별시 노원구 동일로 1611,37.6722543,127.0554497,korean_food
30,근린생활시설(벽창우생고기전문점),서울특별시 노원구 동일로242길 54,37.6746089,127.0581706,korean_food
31,근린생활시설(봉평산골메밀촌),서울특별시 노원구 동일로242길 54,37.6746089,127.0581706,korean_food
32,근린생활시설(생고기전문점취어당),서울특별시 노원구 노원로 447,37.6564111,127.0665028,korean_food
33,근린생활시설(엉터리생고기),서울특별시 노원구 상계로7길 39,37.658368,127.0642819,korean_food
34,근린생활시설(진할매칼국수보쌈),서울특별시 노원구 동일로242길 109,37.6747426,127.0612541,korean_food
35,근린생활시설(착한고기),서울특별시 노원구 수락산로 232,37.67104,127.052987,korean_food
36,근린생활시설(천하뼈다귀감자탕),서울특별시 노원구 동일로 1595,37.6708655,127.0557297,korean_food
37,근린생활시설(친구네숯불닭갈비),서울특별시 노원구 동일로242길 123,37.6748449,127.0615007,korean_food
38,근린생활시설(풍천민물장어),서울특별시 노원구 노해로81길 12-26,37.6556176,127.0642259,korean_food
39,근린생활시설(화통구이),서울특별시 노원구 덕릉로 754,37.6645344,127.0771559,korean_food
40,근린생활시설(황금오리농원),서울특별시 노원구 동일로231길 17,37.6720446,127.0547256,korean_food
41,금수복국,서울특별시 강남구 언주로  821,37.5235379,127.0327801,korean_food
42,금수복국,서울특별시 강남구 삼성로  338,37.5018542,127.0597723,korean_food
43,나주곰탕,서울특별시 관악구 신림로64길  9,37.4851772,126.9302453,korean_food
44,남원추어탕,서울특별시 노원구 한글비석로1길 69,37.640721,127.0702199,korean_food
45,논골집,서울특별시 강남구 압구정로79길 55,37.5256847,127.0516626,korean_food
46,놀부 유황오리 진흙구이 청담점(청담솔 빌딩),서울특별시 강남구 삼성로148길 10,37.5237188,127.0486403,korean_food
47,놀부부대찌게&철판구이,서울특별시 도봉구 노해로69길  15-9,37.6529202,127.0503776,korean_food
48,달인갈매기(광명빌딩),서울특별시 강남구 강남대로114길 13,37.5060416,127.0253752,korean_food
49,대가순대국,서울특별시 노원구 한글비석로 452,37.6640301,127.0678805,korean_food
50,대문한정식,서울특별시 도봉구 시루봉로  139-6,37.6637126,127.0275639,korean_food
51,대박고기집(등마루오리한마당),서울특별시 강서구 공항대로36길 9,37.5581307,126.8374673,korean_food
52,대원,서울특별시 강남구 강남대로114길 8,37.5056933,127.0250529,korean_food
53,대원정,서울특별시 서초구 동산로 6,37.468978,127.0406963,korean_food
54,대창타운빌,서울특별시 구로구 개봉로23가길 70,37.4948615,126.8598277,korean_food
55,도봉산갈비,서울특별시 도봉구 도봉로  915,37.6860199,127.0456825,korean_food
56,돈촌삼겹살,서울특별시 중랑구 사가정로51길 21,37.5819419,127.0879091,korean_food
57,동구밖 장작구이(단군의땅),서울특별시 강동구 진황도로 227,37.5263454,127.1450306,korean_food
58,동굴과 화로구이(뉴명성),서울특별시 은평구 은평로  185,37.6021869,126.9282846,korean_food
59,둘레길주막미담,서울특별시 은평구 대서문길  43-7,37.6555173,126.9495152,korean_food
60,뚝심,서울특별시 관악구 남부순환로  1852,37.4799003,126.9555934,korean_food
61,마루갈비,서울특별시 강동구 양재대로 1642,37.5519693,127.1442708,korean_food
62,만가화로구이,서울특별시 강서구 양천로18길 9,37.5729584,126.8129901,korean_food
63,만석장,서울특별시 은평구 대서문길  43-10,37.6558778,126.9495666,korean_food
64,맛있는고기구워먹는곳,서울특별시 동작구 상도로37길 62,37.4987422,126.9521067,korean_food
65,"명가낙지마당(지하1,지상1층)",서울특별시 양천구 목동로 614-9,,,korean_food
66,명가설렁탕,서울특별시 서초구 서초대로  23,37.4860585,126.9849914,korean_food
67,명문의집,서울특별시 성동구 마장로 360,37.5691564,127.0484733,korean_food
68,몽골찬한우,서울특별시 성북구 동소문로  212-66,37.6014402,127.0232932,korean_food
69,무봉리토종순대국,서울특별시 도봉구 노해로67길 2,37.6524415,127.0500717,korean_food
70,미가할매,서울특별시 관악구 신림로 374,37.4877179,126.9290109,korean_food
71,미담,서울특별시 양천구 목동서로 133-4,37.5318241,126.8760756,korean_food
72,미락(신성빌딩),서울특별시 강서구 공항대로  519,37.5517744,126.8641275,korean_food
73,민속촌(용강빌딩),서울특별시 강남구 도산대로 535,37.5251882,127.0521921,korean_food
74,바달비,서울특별시 관악구 봉천로12길  17,37.4879703,126.9294935,korean_food
75,박미선 별난갈비,서울특별시 관악구 봉천로  535,37.4788989,126.9574855,korean_food
76,벽제갈비,서울특별시 서대문구 연세로 14,37.5567681,126.9370897,korean_food
77,별당보리밥,서울특별시 강북구 4.19로 51,37.6465671,127.0088563,korean_food
78,보름달,서울특별시 강남구 테헤란로37길 22,37.5036944,127.0405346,korean_food
79,보성식당,서울특별시 노원구 덕릉로 849,37.6720992,127.0825759,korean_food
80,본가,서울특별시 노원구 노해로83길 10-4,37.6557096,127.0646019,korean_food
81,본돈,서울특별시 강남구 테헤란로1길 29-9,,,korean_food
82,봉산집,서울특별시 강남구 삼성로 564,37.5119457,127.0543454,korean_food
83,봉우리,서울특별시 강남구 논현로94길  25-3,37.5030374,127.0381676,korean_food
84,봉추찜닭(신사빌딩),서울특별시 강남구 도산대로13길 14-4,37.5188769,127.0236186,korean_food
85,봉피양마포점(오늘도안동한우),서울특별시 마포구 토정로  308,37.5401064,126.9429259,korean_food
86,불고기 브라더스 서교점,서울특별시 마포구 양화로 107,37.5535958,126.918773,korean_food
87,빵경이네 도야지,서울특별시 강남구 테헤란로39길 40,37.5051419,127.0408191,korean_food
88,산봉냉면,서울특별시 강남구 선릉로62길  13,37.4975281,127.0535717,korean_food
89,산화로구이,서울특별시 강서구 강서로  374,37.559045,126.838781,korean_food
90,삼수갑산,서울특별시 관악구 남현1길  38-9,37.4755848,126.9797123,korean_food
91,삼호가든,서울특별시 양천구 신월로 210,37.5207749,126.8456437,korean_food
92,삼호복집,서울특별시 서대문구 연세로5다길 10,37.5565304,126.9350031,korean_food
93,상도갈비,서울특별시 동작구 매봉로 13,37.5058906,126.9501708,korean_food
94,새마을식당,서울특별시 노원구 노해로81길 12-20,37.65559,127.06398,korean_food
95,새마을식당(덕당빌딩),서울특별시 강남구 논현로150길  33,37.5199562,127.0311624,korean_food
96,서귀포뚝배기,서울특별시 서초구 반포대로30길 32,37.4918407,127.0103547,korean_food
97,서울인삼토계촌(일반음식점),서울특별시 마포구 모래내로 89,37.566766,126.9127337,korean_food
98,서울집,서울특별시 서초구 반포대로 46,37.4845914,127.0115615,korean_food
99,서초동이남장,서울특별시 서초구 서초대로49길 4,37.4937958,127.0123877,korean_food
100,세종대왕숯불갈비,서울특별시 동작구 여의대방로 136,37.4992251,126.920702,korean_food
101,소담설농탕,서울특별시 구로구 경인로 385,37.4969724,126.8629357,korean_food
102,손문 대구막창 갈매기살,서울특별시 강남구 삼성로64길 49,37.5010802,127.0642783,korean_food
